employer,job_title,place,closing_date,publishing_date,job_description
International Atomic Energy Agency,Programme Management Officer ,"Vienna, Austria",20. March 2023,17.03.2023,"Master’s Degree, Advanced university degree social sciences, management, technology, engineering, or in a scientific area, preferably in a nuclear related field Minimum of seven years of experience in project/programme management in the field of international development, including experience in technical cooperation, partnership and capacity building is required, experience working in the field of nuclear science and technology is an asset, experience in analysing complex situations, grasping the critical aspects, and making timely decisions based on sound judgement, ability to build relevant strategic partnerships and alliances with key stakeholders and partners and recommend opportunities for collaboration Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
United Nations Development Programme,Data Visualization Specialist ,"Bangkok, Thailand",22. March 2023,16.03.2023,"Three years of experience in Data Visualization with Tableau, strong knowledge of best practices for data visualization and dashboards, experience with the Extract, Transform, and Load (ETL) process and its implementa-tion and building and deploying data pipelines, experience managing information and producing analytical products in international development or humanitarian context as well as relevant experience within the UN system is highly desirable, project management to ensure timely delivery of knowledge products, provide support to relevant UN/UNDP teams in the region in the development of new or existing country- and region-specific CRDs, support regional and country offices with risk model development, indicator identifica-tion, data mapping and data visualisation Fluency in English is required "
United Nations Development Programme,Communication and Reporting Assistant ,"Herat, Afghanistan",27. March 2023,16.03.2023,"Bachelor degree or equivalent in Communication and Reporting One years of experience in marketing or area related to social communications, information and/or journalism, assisting in designing, planning, and implementing projects, good writing and editing skills in English, Dari and Pashto required, especially briefs, agendas, minutes, project-management related documents, technical experience on gender and humanitarian response is an asset, experience coordinating and liaising with multi-lateral/bilateral agencies and/or donors is an asset, other desired/mandatory required technical knowledge, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advance knowledge of spreadsheet and database packages, experience in handling of web-based management systems, excellent oral and written skills, excellent drafting, formulation, reporting skills Fluency in English is required "
United Nations Development Programme,Info Management Associate ,"Maracaibo, Venezuela",27. March 2023,16.03.2023,"Secondary education with a minimum of six years or three years with Bachelors degree of relevant experience in information management, information systems, social sciences or related field Experience in information management, information systems, web management, data management, GIS and mapping, data visualisation, or other related areas, is required, advanced knowledge of Microsoft Excel is required, provide experience with databases and Geographic Information Systems, ability to work with Excel and do multi-table analysis using pivot tables and basic formulas to connect data between tables, ability to extract data and generate analytical or thematic infographics from various sources and products, combining multiple concepts and information, ability to produce infographics and products containing analysis on the collected data, experience in creating information flow processes for product development, experience in managing information about humanitarian contexts Fluency in English is required "
United Nations Development Programme,ICT Specialist ,"Bangkok, Thailand",25. March 2023,16.03.2023,"Five years (with Master’s degree) or seven years (with Bachelor’s degree) of relevant working experience, including development and implementation of ICT strategies, management and supervision of ICT services and teams, hardware and software platforms, telecommunications facilities, knowledge of Windows-based packages/applications Fluency in English is required "
United Nations Development Programme,Child Protection Assistant ,"Boa Vista, Brazil",27. March 2023,16.03.2023,"Three years of experience in child protection, emergencies, migration and/or gender issues, background and familiarity with international human rights, children`s rights and emergency response, fluency in Portuguese and English (verbal and written), and fluent oral Spanish, advanced knowledge of State and municipal governments and civil society organisations and the system of rights guarantee (SGD), excellent communication and interpersonal skills, and proven ability to facilitating interagency processes to achieve a common goal Portuguese, level: fluent, required English, level: fluent, required Spanish, level: working knowledge, required "
United Nations Development Programme,Knowledge Management Specialist ,"Bangkok, Thailand",22. March 2023,16.03.2023,"Bachelor degree or equivalent in communication, social sciences, education, sociology or related fields Three years of experience in elated field of work to the assignment is required, solid overall computer literacy, including proficiency in various MS Office applications (Excel, Word, etc.) and email/internet, familiarity with database management, and office technology equipment, familiarity with software such as Adobe InDesign, PowerBI database and/or data visualization and communication software is an asset, experience with graphic, photo and video design/editing is an asset, writing, editing, and crafting content for research, communication, marketing and/or advocacy, excellent drafting, formulation, reporting skills, accuracy and professionalism in document production and editing, excellent interpersonal skills; culturally and socially sensitive, sound security awareness Fluency in English is required "
United Nations Development Programme,Public Manager ,"New York, USA",20. March 2023,16.03.2023,"An advanced university degree is required in one of the following fields: international relations, political science, communications, international development, or another relevant technical field A minimum of eight years of professional experience in one or more of the following areas is required: public affairs, programme management, resource mobilization, external relations, or other relevant area, developing country work experience and/or familiarity with emergency is considered an asset, builds and maintains partnerships, demonstrates self-awareness and ethical awareness, drive to achieve results for impact, innovates and embraces change, manages ambiguity and complexity , thinks and acts strategically, works collaboratively with others, nurtures, leads and manages people, lead in preparation for high-level UNSDG Principles Meeting including through coordinating and writing briefing notes, background documents and preparatory calls Fluency in English is required, excellent writing skills are a must "
Food and Agriculture Organization of the,,"Rome, Italy",30. March 2023,16.03.2023,"Secondary School Education Three years of relevant experience in office/management support work including conference services, documentation processing and management as well processing of documents, including final layout and processing of complex tables and figures, very good knowledge of the MS Office applications, Internet, thorough knowledge of work procedures in the language support service, knowledge of the FAO Style Guide for Arabic, knowledge of the relevant policies, guidelines, rules and regulations on document processing, ability to proofread translations against English originals Working knowledge (Level C) of English "
Food and Agriculture Organization of the,,"Rome, Italy",30. March 2023,16.03.2023,"Secondary School Education Three years of relevant experience in office/management support work including conference services, documentation processing and management as well processing of documents, including final layout and processing of complex tables and figures, very good knowledge of the MS Office applications, Internet, thorough knowledge of work procedures in the language support service, knowledge of the FAO Style Guide for Arabic, knowledge of the relevant policies, guidelines, rules and regulations on document processing, ability to proofread translations against English originals, experience in Arabic proofreading, good knowledge of communication and documentation standards, good knowledge of the organizational structure, good knowledge of corporate computerized systems, good knowledge of CAT tools, review documents produced to ensure that all processes have been completed before forwarding for printing and web-posting Working knowledge (Level C) of English "
United Nations Development Programme,Data Visualization Specialist ,"Bangkok, Thailand",22. March 2023,15.03.2023,"Three years of experience in Data Visualization with Tableau, strong knowledge of best practices for data visualization and dashboards, experience with the Extract, Transform, and Load (ETL) process and its implementa-tion and building and deploying data pipelines, experience managing information and producing analytical products in international development or humanitarian context as well as relevant experience within the UN system is highly desirable; Project management to ensure timely delivery of knowledge products, provide support to relevant UN/UNDP teams in the region in the development of new or existing country- and region-specific CRDs, support regional and country offices with risk model development, indicator identifica-tion, data mapping and data visualisation Fluency in English is required "
United Nations Development Programme,Communications Specialist ,"Apia, Samoa",22. March 2023,15.03.2023,"Bachelor degree or equivalent in Communications, Media Relations, Journalism, Publishing or related fields, a master’s degree is desirable, but a first-level university degree or equivalent in combination with relevant training and/or professional experience may be accepted in lieu of an advanced university degree Three years of experience in communications, advocacy and/or public relations at the national or international level, ability to communicate in a clear, concise and unambiguous manner both through written and verbal communication in both English and Japanese, to tailor messages and choose communication methods depending on the audience, ability to manage communications internally and externally, through media, social media and other appropriate channels Fluency in English is required "
United Nations Development Programme,Procurement Assistant ,"Istanbul, Turkey",24. March 2023,15.03.2023,"Secondary education, University degree and procurement certification are highly desirable but not a requirement A minimum of five years of relevant experience in procurement, logistics, and/or administration is required at the national and/or international level, alternatively, may be accepted bachelor’s degree in combination with two years of relevant experience in procurement, logistics, and/or administration, procurement and/or supply chain experience in an international non-governmental organization or international commercial company is highly desirable, public procurement experience is desirable, acknowledgement of UN procurement procedures is an advantage Fluency in English is required, working knowledge in German is an asset "
United Nations Development Programme,Energy and Climate Policy Assistant ,"Rome, Italy",23. March 2023,15.03.2023,"Bachelor degree or equivalent in Development, Communication, knowledge Management and/or Project Management Three years of experience in dealing with climate (mitigation and adaptation) and energy policies, programs and projects in the context of development cooperation with a particular focus on Sub Saharan Africa, solid knowledge of energy and climate international politics including national, regional and continental climate strategy and agendas, familiarity with COP ecosystem and in providing coordination for event participation and organization, drafting of briefing etc, knowledge of the Italian public administration and private sector systems, excellent oral and written skills, excellent drafting, formulation, reporting skills Fluency in English is required "
United Nations Development Programme,Project Manager Islamic Finance ,"Istanbul, Turkey",24. March 2023,15.03.2023,"Master’s degree in finance, Islamic finance, economics, development finance, business, or a related area is required. Master’s degree or PHD in the related area is an asset. Minimum two years of progressively responsible working experience in Islamic finance, project/programme coordination, analysis or closely related area is required, or four years of relevant experience if Bachelor’s degree, proven experience and knowledge in the design and development of educatory and research content for Islamic finance, preferably with a perspective on sustainable development or social finance is a requirement, proven experience in research and analysis of the Islamic finance ecosystem and financial tools as well as their relevance to the sustainable development is a requirement Fluency in English is required "
UNICEF,Communication Associate ,"Budapest, Hungary",22. March 2023,15.03.2023,"Minimum two years of relevant experience in communication related field for candidates holding Bachelor’s or Master’s Degree in Communication, Journalism, International Relations/Development, six years of relevant work experience in communication related field is required for candidates without university degree, experience in electronic publications and graphic design is required, experience as a videographer/photographer, including proficiency in video editing is required, demonstrated ability to build and maintain work relationships is required, experience in communications or external relations desirable, preferably in an international organization or multicultural environment is an asset, experience in research and responding to queries is highly desirable Fluency in English (verbal and written) is required "
UNICEF,Project Officer Vaccine Centre ,"Copenhagen, Denmark",26. March 2023,15.03.2023,"A Completed 1st University Degree (Bachelor’s Degree) in business administration, social sciences, commerce or related technical field required, internationally recognized Training in Project Management is desirable Minimum-two years of professional experience in project management working with various stakeholders at different levels and in multicultural teams, demonstrated experience in developing and delivering training or key presentations to a wide range of audiences is required, experience and insight in immunization systems would be an asset, knowledge of supply, logistics and vaccine procurement would be an asset, demonstrates Self Awareness and Ethical Awareness, works Collaboratively with others Fluency in English is required, proficiency in other UN language is preferred "
UNICEF,Chain Officer (Demand Planning and forecasting) ,"Copenhagen, Denmark",24. March 2023,15.03.2023,"A completed 1st University degree (Bachelor’s Degree) in Business, Economics, Development, Social Sciences, Statistics, Supply Chain or relevant field is required A minimum of two years work experience in public and/or private sector with proficiency in demand planning and forecasting, a good use of data processing and data, business data analysis and intelligence, systems and process analysis, and/or performance monitoring is required, preferably in areas related to the supply chain and preferably with experience working in the field, supports the conceptualization and design of optimized forecasting processes, whether UNICEF exclusive or in collaboration with partners, by actively engaging in meetings, coordinating meeting inputs and outputs, and following up and/or implementing action points Proficiency in English is required "
UNICEF,Social & Behavior Change Specialist ,"Geneva, Switzerland",21. March 2023,15.03.2023,"An advanced university degree (Master’s or higher) in public health, social and behavioral science, or other related social science field is recommended, a first University Degree in a relevant field combined with two additional years of professional experience may be accepted in lieu of an Advanced University Degree A minimum of eight years of professional experience in areas of community engagement, communication for development and/or related areas in public health, of which a minimum of four years of field experiences, relevant experience in related areas in NGOs, IFRC or UN system agency or organization is an asset, experience working in a developing country is considered as an asset, results driven, able to work effectively in a multi-cultural environment and with minimum supervision Proficiency in English is required "
UNICEF,Health and Nutrition Officer ,"Skopje, North Macedonia",22. March 2023,15.03.2023,"University degree in Public Health and Nutrition, Child Development, Water Sanitation, Public Administration, Social Policy, Social Development, Community Development, or other relevant disciplines Two years of professional work experience in planning, programming, implementation monitoring and evaluation of health programmes, professional work experience in a programme management function or a technical expert capacity in child survival & health care, demonstrates self-awareness and ethical awareness, works collaboratively with others, nurtures, leads and manages people, support maintenance of info system for monitoring gender sex aggregated data Fluency in English is required, knowledge of another official UN language (Arabic, Chinese, French, Russian or Spanish) or a local language is an asset "
International Atomic Energy Agency,Nuclear Safety Officer ,"Vienna, Austria",5. April 2023,15.03.2023,"Minimum of seven years of relevant experience, of which five years at international level, experience applying nuclear safety principles and state-of-the-art nuclear safety techniques, experience organizing and leading technical meetings, capacity building missions, and other expert and advisory missions, experience drafting and finalizing publication of relevant technical reports guidelines, manuals, publications and other resources Excellent oral and written command of English "
International Atomic Energy Agency,Associate Statistical Data Analyst ,"Vienna, Austria",10. April 2023,15.03.2023,"Bachelor’s Degree, University degree in mathematics. statistics, engineering, physics, chemistry, computer science or a related discipline Minimum of two years of relevant work experience as a statistical data analyst, experience in statistical measurement error estimation and propagation is an asset, experience with data analysis languages (especially SQL, R, and Python) is an asset, Communicates orally and in writing in a clear, concise and impartial manner, takes time to listen to and understand the perspectives of others and proposes solutions, actively contributes to achieving team results, supports team decisions, takes into account potential changes and proposes contingency plans Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
International Atomic Energy Agency,Environmental Assessment Analyst ,"Seibersdorf, Austria",5. April 2023,15.03.2023,"At least two years of working experience in nuclear science activities, with emphasis on nuclear analytical techniques, radioecology and/or environmental studies, some teaching experience in methodology and applications of nuclear techniques with emphasis on environmental applications and/or laboratory operations, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned Excellent oral and written command of English, knowledge of other official IAEA languagesis an asset "
International Atomic Energy Agency,Senior Nuclear Safety Officer ,"Vienna, Austria",9. April 2023,15.03.2023,"An advanced university degree in engineering/physical/nuclear/chemical/mathematical/behavioural science/social psychology or a related field, a first level university degree in engineering/physical/nuclear/chemical/mathematical/behavioural science/social psychology or a related field with additional four years of experience may be considered in lieu of advanced university degree Minimum of ten years of relevant experience, including five years of senior level experience, and at least four years at the international level, experience with the application of nuclear safety principles, standards, procedures, and guidelines, judging their appropriateness and determining the necessity for adapting them, experience organizing and leading Technical Meetings, capacity building missions, and other expert and advisory missions Excellent oral and written command of English "
International Atomic Energy Agency,Equipment Performance Monitoring Engineer ,"Vienna, Austria",11. April 2023,15.03.2023,"Bachelor’s Degree, University degree in Engineering, Statistical Analysis or related field Minimum of five years of working experience in equipment failure analysis and in the development/implementation of equipment performance monitoring, incident and problem management, minimum of three years of experience in preventive maintenance systems, previous demonstrated experience in data analysis and management of database systems, strong interpersonal skills with the ability to work effectively and efficiently in connection with multiple stakeholders simultaneously in multidisciplinary/multicultural teams with respect and sensitivity for diversity Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Equipment Performance Monitoring Engineer ,"Vienna, Austria",11. April 2023,15.03.2023,"Bachelor’s Degree, University degree in Engineering, Statistical Analysis or related field Minimum of five years of working experience in equipment failure analysis and in the development/implementation of equipment performance monitoring, incident and problem management, minimum of three years of experience in preventive maintenance systems, previous demonstrated experience in data analysis and management of database systems, strong interpersonal skills with the ability to work effectively and efficiently in connection with multiple stakeholders simultaneously in multidisciplinary/multicultural teams with respect and sensitivity for diversity Fluency in English is required "
International Atomic Energy Agency,Laboratory Head (Isotope Hydrology) ,"Vienna, Austria",4. April 2023,15.03.2023,"Doctorate Degree Environmental isotope analytical geochemistry or a related field of physical science, minimum of ten years relevant professional experience in analytical isotope hydrology and geochemistry research and development activities, of which at least three years should be at the managerial level, substantive expertise in stable and radioisotope isotopic analytical methods and environmental applications in hydrology, demonstrated management experience in: implementing scientific research and development projects, including planning, implementation, monitoring and management of human and financial resources, supervising and leading co-workers Fluency in English is required "
International Atomic Energy Agency,Programme Management Assistant ,"Vienna, Austria",23. March 2023,15.03.2023,"Completed secondary education Minimum of five years of relevant working experience in a clerical/administrative position, some of which in an international environment, experience in project or personnel administration, administrative skills testing to IAEA standard might be part of the selection process, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned, Communicates orally and in writing in a clear, concise and impartial manner, takes time to listen to and understand the perspectives of others and proposes solutions Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
International Atomic Energy Agency,Programme Management Officer ,"Vienna, Austria",20. March 2023,15.03.2023,"Master’s Degree, Advanced university degree social sciences, management, technology, engineering, or in a scientific area, preferably in a nuclear related field Minimum of seven years of experience in project/programme management in the field of international development, including experience in technical cooperation, partnership and capacity building is required, experience working in the field of nuclear science and technology is an asset, experience in analysing complex situations, grasping the critical aspects, and making timely decisions based on sound judgement, ability to build relevant strategic partnerships and alliances with key stakeholders and partners and recommend opportunities for collaboration Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
International Atomic Energy Agency,Statistician ,"Seibersdorf, Austria",2. April 2023,10.03.2023,"Minimum of five years of working experience in applied statistics, preferably in a laboratory environment, experience working in an international safeguards and/or international organizations is an asset, plans and executes activities in the context of quality and risk management and identifies opportunities for process, system and structural improvement, as well as improving current practices. Analyses processes and procedures, and proposes improvements, actively contributes to achieving team results. Supports team decisions Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,HR Specialist (Performance Management) ,"Vienna, Austria",27. March 2023,10.03.2023,"Advanced university (Master’s Degree or equivalent) degree in Human Resources Management, Business Administration, Law, Social Sciences, or another related field, a first level university Degree (Bachelor’s Degree or equivalent) in the above educational areas plus three additional years of relevant work experience, may be accepted in lieu of the Advanced Degree At least seven years of progressively responsible professional experience in human resources management or related functions, of which three years preferably in the United Nations or another international/multi-cultural organization or institution, experience in dealing with confidential issues and/or complex/sensitive cases relating to performance management as well as in leading performance management initiatives Excellent oral and written command of English "
International Atomic Energy Agency,Legal Officer (Public International/Treaty Law) ,"Vienna, Austria",29. March 2023,10.03.2023,"An advanced University law degree with good academic record A member of a national bar or equivalent, minimum of seven years of relevant experience, including at least five years at international level, in particular within the UN System, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned, actively contributes to achieving team results, supports team decisions Excellent command of written and spoken English essential as well as the technique of legal drafting, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Laboratory Technician (Electronics) ,"Seibersdorf, Austria",30. March 2023,10.03.2023,"Completed secondary education Post-secondary studies with certification or degree in physics or electronics engineering, is an asset, minimum of six years of relevant working experience in the field of instrumentation, electronics and measurement technology, extensive experience and knowledge of hardware and software interfacing with scientific instruments, virtual instrumentation and microprocessor applications, preferably in the field of nuclear security instrumentation, experience in teaching and practical training in the field of nuclear security instrumentation is an asset, working knowledge of gamma spectrometry techniques is an asset Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Disused Radioactive Sources Safety Specialist ,"Seibersdorf, Austria",22. March 2023,10.03.2023,"Master’s Degree, Nuclear Sciences or Engineering, or a closely related technical field, a first-level university degree with three additional years of relevant work experience may be accepted in lieu of the advanced university degree Minimum of seven years of working experience in waste safety, of which at least five should be specifically related to the safety of disused sealed radioactive sources, demonstrated experience in working with national and international organizations or institutes, and the IAEA in particular, in the delivery of technical assistance to developing countries, experience in implementing result-based projects/activities aimed at supporting States in the safe, secure and sustainable management of disused radioactive sources is an asset Excellent oral and written command of English "
World Health Organization,Epidemiologist ,"Geneva, Switzerland",21. March 2023,10.03.2023,"At least seven years‘ experience with successful track record in epidemiology, surveillance and/or the control of acute public health events, in which at least four years have been related to public health intelligence activities at the national and/or international levels, demonstrated experience in the context of large epidemics or public health crises at the national and/or international levels Fluency in English is required "
World Health Organization,Cybersecurity Operations and Analytics Engineer ,"Budapest, Hungary",22. March 2023,10.03.2023,"A minimum of five years IT experience which at least two years at the international level and five years focused on IT security, extensive experience in working across multiple time zones without the need for face-to-face meetings, experience in ICT audit, compliance or governance, experience working in an environment where work hours are scheduled shifts corresponding to forecasted activity, experience working outside of core business hours, including early morning, late evening, overnight, weekends, and/or holidays as needed, experience in application behaviour-based security approach Expert knowledge of English "
World Health Organization,Monitoring and Evaluation Officer ,"Baku, Azerbaijan",15. March 2023,10.03.2023,"Bachelor’s degree in social sciences and a master’s degree in public health or a related focus area from an accredited/recognized institution, Master’s level in public health, epidemiology or a related focus area At least five years‘ of relevant experience at the national or international level, in implementation of public health monitoring and evaluation, health informatics, or health policy and surveillance, specific experience on M&E, strong analytical skills and ability to review and synthesize information from multiple sources, demonstrated writing and editing skills, with an ability to communicate effectively, strong interpersonal skills, able to work across cultures and with the capacity to build strong working relationships, knowledge of relevant software applications Fluency in English is required "
World Health Organization,Innovation and Research (INR) Consultant ,"Manila, Philippines",15. March 2023,10.03.2023,"The applicant should have a post-graduate degree in public health or other relevant field from a recognized university Experience and technical skills required: at least five years of research experience in public health or relevant social science fields, and extensive experience in preparing, implementing and documenting qualitative research, in line with best practices and paradigms of qualitative research, proven track record for professional delivery of high-quality products, relevant work experience with WHO and/or UN agencies, governmental agencies and/or non-governmental organizations, expertise in facilitating the organization of international consultations and meetings, excellent writing skills in English, including for technical and general audiences Fluency in English is required "
World Health Organization,Technical Officer (VPD Outbreaks and Response) ,"Geneva, Switzerland",21. March 2023,10.03.2023,"Advanced level university degree (master’s level degree or above) in Medicine, Epidemiology, Public Health, Global/International Health, Paediatric Health, Socio-medical Sciences, or other fields relevant to immunization, specialized training in global/international public health, health emergencies, project management, vaccinology, or related field At least seven years of relevant professional work experience in the health sector with clearly demonstrated experience in working with ministries of health in planning, implementing or monitoring immunization or emergency health programmes in low-resource environments, demonstrated experience of working with the United Nations system, including WHO country, regional and global offices and UNICEF program or supply division Fluency in English is required "
International Atomic Energy Agency,Energy Economist ,"Vienna, Austria",21. March 2023,10.03.2023,"At least seven years of working experience in analysis and modelling of energy and electricity markets, complex energy infrastructure development, and energy and sustainable development strategies, solid experience in energy system analysis and technology dynamics, extensive experience in contributing to, and/or coordinating international projects, ability to apply finance/contracting methodologies and risk reduction techniques to the life-cycle financial analysis of a nuclear power programme Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
