employer,job_title,place,closing_date,publishing_date,job_description
International Atomic Energy Agency,Project Officer (Comprehensive Cancer Control-TCCT) ,"Vienna, Austria",29. March 2023,03.03.2023,"A minimum of seven years of proven hands-on working experience in project/program management or public health administration at international level, work experience both in the public and private sector, preferably in the field of international development programmes is desirable, several years of work experience in a multinational context requiring complex coordination with multiple stakeholders Excellent oral and written command of English "
International Atomic Energy Agency,Legal Officer (Public International/Treaty Law) ,"Vienna, Austria",29. March 2023,03.03.2023,"An advanced University law degree with good academic record A member of a national bar or equivalent, minimum of seven years of relevant experience, including at least five years at international level, in particular within the UN System, knowledge of the broad principles, precedents of treaty law including from the practice perspective within the UN System Organizations, expert knowledge of the broad principles, precedents of public international law, including from the practice perspective within the UN System Organizations, actively contributes to achieving team results. Supports team decisions Excellent command of written and spoken English essential as well as the technique of legal drafting, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Disused Radioactive Sources Safety Specialist ,"Vienna, Austria",22. March 2023,03.03.2023,"Master’s Degree Nuclear Sciences or Engineering, or a closely related technical field, a first-level university degree with three additional years of relevant work experience may be accepted in lieu of the advanced university degree, minimum of seven years of working experience in waste safety, of which at least five should be specifically related to the safety of disused sealed radioactive sources, demonstrated experience in working with national and international organizations or institutes, and the IAEA in particular, in the delivery of technical assistance to developing countries, experience in implementing result-based projects/activities aimed at supporting States in the safe, secure and sustainable management of disused radioactive sources is an asset Excellent oral and written command of English "
UNICEF,Senior Finance Associate ,"London, United Kingdom",24. March 2023,02.03.2023,"At least seven years of experience in finance, accounting, budgeting, commercial financing, financial reporting and financial models, advanced knowledge of Excel required (pivot tables, dashboards, financial modelling), knowledge of IPSAS and ERP/SAP highly desirable, user experience with PowerBI desirable, support managers with budget allocations, maintenance, and review of planning outline, as required, provide training to budget owners and focal points as assigned, in the operation and functionality of planning and financial management systems Fluency in English is required, with good writing skills, working knowledge of another UN language is an asset "
UNICEF,Human Resources Specialist ,"Panama City, Panama",10. March 2023,02.03.2023,"An advanced university degree (Master’s or higher) in Human Resources, Business Administration, International Relations, Social Sciences, Psychology or related areas A minimum of five years of relevant professional experience in Human Resources Management, developing country work experience and/or familiarity with emergency operations and staff security is considered an asset, builds and maintains partnerships, demonstrates self-awareness and ethical awareness, drive to achieve results for impact, innovates and embraces change, manages ambiguity and complexity, thinks and acts strategically, works collaboratively with others, support, implement and administer the effective and timely recruitment processes in the hiring, work to establish a targeted approach to recruit specialized talent, to fill posts requiring specialized expertise, at the global, regional or local level Fluency in English and Spanish is required "
UNICEF,Human Resources Associate ,"Riyadh, Saudi Arabia",13. March 2023,02.03.2023,"Completion of secondary education, preferably supplemented by technical or university courses related to the work of the organization A minimum of six years of progressively responsible administrative or clerical work experience required, support to business partnering: -support the business partners in developing initiatives to encourage employee well-being and employee recognition schemes, support the management of change processes by advising clientele on changes to HR processes under the guidance of HR Business Partner, support the business partners in assisting clientele in using HR systems such as talent, management, agora and achieve, support in processing of entitlement and benefits: in consultation with supervisor, analyze, research, verify, and compile data and information on cases that do not conform to UN or UNICEF’s HR Rules & Regulations, to consistent and equitable application of decisions and implementation of agreed, upon action Fluency in English is required, knowledge of another official UN language or a local language is an asset "
UNICEF,ICT Associate ,"Sofia, Bulgaria",14. March 2023,02.03.2023,"A minimum of six years of practical work experience in information technology, requiring systematic methods of troubleshooting and problem solving is required, experience in providing assistance to users on IT products and services and use of applications and diagnostic tools is required, practical experience in providing technical and business Customer Support and Services is required, practical experience and working knowledge of various computer platforms and applications is required Fluency in English and Bulgarian is required "
United Nations Development Programme,Communication Assistant ,"Cairo, Egypt",6. March 2023,02.03.2023,"One years of experience in communications, managing social media, and experience in environment and climate change communications is an asset. In addition to, excellent oral and written skills, excellent drafting, formulation, reporting skills, accuracy and professionalism in document production and editing, excellent interpersonal skills; culturally and socially sensitive, ability to work inclusively and collaboratively with a range of partners, including grassroots community members, religious and youth organizations, and authorities at different levels, familiarity with tools and approaches of communications for development, ability to work and adapt professionally and effectively in a challenging environment Arabic, level: fluent, required English, level: fluent, required "
United Nations Development Programme,Data Visualization Specialist ,"Bangkok, Thailand",6. March 2023,02.03.2023,"Bachelor degree or equivalent in Computer Science, Data Science, Data Engineering, Statistics Three years of experience in Data Visualization with Tableau, strong knowledge of best practices for data visualization and dashboards, experience with the Extract, Transform, and Load (ETL) process and its implementa-tion and building and deploying data pipelines, experience managing information and producing analytical products in international development or humanitarian context as well as relevant experience within the UN system is highly desirable, project management to ensure timely delivery of knowledge products, provide support to relevant UN/UNDP teams in the region in the development of new or existing country- and region-specific CRDsupport regional and country offices with risk model development, indicator identifica-tion, data mapping and data visualisation Fluency in English is required "
United Nations Development Programme,Communication Assistant ,"Beijing, China",7. March 2023,02.03.2023,"Bachelor degree or equivalent in communication, social work, international development, public administration, Chinese, journalism, or related majors Three years of experience in international or national development project planning, implementation, and regulatory experience are preferred, experience in working with United Nations systems and government agencies (including the United Nations/UNDP project plans, operational policies, and project implementation) is preferred, good oral and written communication and expression skills, maintain good relations with internal and external counterparts, good graphic design and Photoshop skills, always work in a positive and constructive manner, good computer software skills, familiar with Office Automation (OA) system, guarantee the timely implementation of the project and monitor its quality, complete other tasks assigned by the Project Office Chinese, level: working knowledge, required English, Level: working knowledge, required "
The World Bank,Data and Quality Assurance Analyst ,United States,3. March 2023,02.03.2023,"Bachelor’s degree, Paralegal certificate, or equivalent combination of education and experience Excellent verbal and written communication skills in English, ability to draft a variety of correspondence and edit materials using proper grammar, punctuation and style, ability to generate, collect, and present statistical data. Advanced proficiency in Excel, including working with pivot tables, advanced experience working with Case Management Systems or other similar data and document recording systems, ability to edit PowerPoint presentations, knowledge of EBC procedures is desirable, excellent interpersonal skills and proven ability to work effectively in a team Fluency in English is required "
The World Bank,HR Specialist Talent Attraction ,"Washington, United States",9. March 2023,02.03.2023,"Master’s degree with at least five years in international recruitment with a proven track record in sourcing and high-volume recruitment drives Demonstrable experience searching for talent and headhunting for difficult-to-fill roles, preferably within the international development space, strong understanding of relevant core People and Culture (HR) areas (i.e., recruitment, employer branding, talent outreach, Analytics, workforce planning etc.), ability to gather and translate data into actionable insights, strategies and action plans to support corporate recruitment initiatives, familiarity with talent pools and labor trends in emerging markets, advanced knowledge of LinkedIn Recruiter as an effective tool, to source candidates, manage online campaigns, build talent pipelines, and create reports, flexibility and ability to work in a fast-paced environment with shifting work priorities and demands, ability to analyze compensation packages and negotiate with candidates successfully Fluency in English is required "
United Nations Development Programme,Finance Assistant ,"Kabul, Afghanistan",12. March 2023,28.02.2023,"One years of experience in Finance, HR, operations, or administration, or other relevant programmes, experience with document and management is an asset, as is experience working in the UN or other international development organization, excellent oral and written English skills, ability to work and adapt professionally and effectively in a challenging environment, ability to work effectively in a multicultural team of international and national personnel, solid overall computer literacy, including proficiency in various MS Office applications (Excel, Word, etc.) and email/internet, familiarity with database management is an asset, assist in formulation of procurement and HR plans English, level: fluent, desirable Dari, level: working knowledge, Desirable Pashto, level: working knowledge, desirable "
United Nations Development Programme,Data Visualization Specialist ,"Bangkok, Thailand",12. March 2023,28.02.2023,"Bachelor degree or equivalent in Computer Science, Data Science, Data Engineering, Statistics Three years of experience in Data Visualization with Tableau, strong knowledge of best practices for data visualization and dashboards, experience with the Extract, Transform, and Load (ETL) process and its implementa-tion and building and deploying data pipelines, experience managing information and producing analytical products in international development or humanitarian context as well as relevant experience within the UN system is highly desirable, project management to ensure timely delivery of knowledge products, provide support to relevant UN/UNDP teams in the region in the development of new or existing country- and region-specific CRDs, support regional and country offices with risk model development, indicator identification, data mapping and data visualisation, ensure regular technical support and solutions to the regional CRD and country specific CRDs, knowledge sharing, Planning and Organizing Fluency in English is required "
United Nations Development Programme,Project Risk Specialist ,"Kabul, Afghanistan",6. March 2023,28.02.2023,"Five years of experience in risk management, audit and finance, project management with international/governmental organisations and highly volatile experience is required, demonstrated experience in programme risk management and implementation of mitigation strategies, proven experience in programme risk management, both in terms of design and implementation of mitigation strategies, experience working in conflict environments in geo-politics, social & environmental analysis, monitoring and information/intelligence collection and assessment Fluency in English is required "
United Nations Development Programme,Technical Assistant for Blue Startup Hub ,"Jakarta, Indonesia",2. March 2023,28.02.2023,"Bachelor’s degree in development studies, international relations, economics/economic development, political science, or related fields, with additional years of experiences, or high school with additional three years of relevant experiences will be given due consideration in liue of Bachelor’s degree Min. years of relevant work experience, two years (for bachelor’s degree) or five years with High School of professional experiences in project coordination and management environment related project/related and on the area of entrepreneurship or impact investing, solid knowledge and practical experience in assisting project/program implementation in the area of entrepreneurship, solid experience in project management, experience in the impact investment issue Very good spoken and written Indonesian and English "
United Nations Development Programme,Engineering Associate (Civil Engineering) ,"Belgrade, Serbia",2. March 2023,28.02.2023,"Secondary education, Bachelor’s Degree in civil engineering or similar would be desirable Minimum six years of relevant working experience in construction-related project management, in particular in the fields of Construction Engineering – Construction management with quality control of performed works, alternatively, if in possession of Bachelor’s degree, three years of relevant working experience would be required, good organizational and time management skills, displays cultural, gender, religion, race, nationality and age sensitivity and adaptability, demonstrates integrity by modeling ethical standards, builds strong relationships with clients and external actors, evidence of ability to express ideas clearly; to work independently and in team Excellent knowledge of written and spoken Serbian and working knowledge of English "
United Nations Development Programme,Programme Associate (Finance/Accounting & Admin) ,"Hanoi, Viet Nam",15. March 2023,28.02.2023,"Secondary Education is minimum but prefer Bachelors‘ degree in accounting, business or public administration, economics, social sciences, or related fields A minimum seven years (with secondary education), or four years (with Bachelors‘ degree) of progressively responsible finance and administrative or programme/project implementation support experience is required, experience in usage of Excel and accounting spreadsheets/ software/systems/handling of web-based management systems, experience in budget planning, financial management and reporting, and procurement, demonstrated working experience in organizing and successfully delivering high-level political events, knowledge of UNDP programme practices and experience working with UN administration is an asset Full fluency in English and Vietnamese is required "
The World Bank,HR Specialist Talent Attraction ,"Washington, United States",9. March 2023,28.02.2023,"Master’s degree with at least five years in international recruitment with a proven track record in sourcing and high-volume recruitment drives Demonstrable experience searching for talent and headhunting for difficult-to-fill roles, preferably within the international development space, strong understanding of relevant core People and Culture (HR) areas (i.e., recruitment, employer branding, talent outreach, Analytics, workforce planning etc.), ability to gather and translate data into actionable insights, strategies and action plans to support corporate recruitment initiatives, familiarity with talent pools and labor trends in emerging markets, advanced knowledge of LinkedIn Recruiter as an effective tool, to source candidates, manage online campaigns, build talent pipelines, and create reports Fluency in English is required "
The World Bank,IT Analyst Client Services ,"Vienna, Austria",3. March 2023,28.02.2023,"Bachelor’s or Master’s degree with two years relevant experience or equivalent combination of education and experience Advanced skills in supporting Windows, Microsoft 365 products, VPNs, and mobile devices (iOS), excellent knowledge of virtual meeting tools, including Cisco products WebEx, Microsoft Teams and Zoom, experience in performing incident management practices using the ServiceNow system and adhering to Service Level Agreement (SLA) standards, experience supporting high-level meetings, including audio-visual, conferencing and PC support in a time-critical setting with flexibility to handle last minute and urgent requests, support installation, maintenance and upgrade of local networks and communications infrastructure as part of the office infrastructure projects Fluency in English is required "
The World Bank,Senior Accounting Assistant ,"Chennai, India",3. March 2023,28.02.2023,"Bachelor’s degree in Commerce or Master’s degree in Finance/Accounting with at least three years of work experience, CA or CPA (or an equivalent professional accounting qualification) is desirable Strong analytical skills with ability to collate and interpret data, assess issues, develop sound conclusions, formulate remedial measures with attention to detail and accuracy, experience with SAP enterprise resource planning system, Power BI, Tableau is desirable, but not required, exposure to other systems like People soft, and proficiency in Microsoft windows applications viz, Excel, word, power point would be an added advantage, a proven track record of problem-solving skills in an automated accounting environment, self-motivated person with high degree of initiative and a strong team player Fluency in English is required "
United Nations Development Programme,AIS Officer for Indian Ocean ,"Antananarivo, Madagascar",9. March 2023,28.02.2023,"Bachelor degree or equivalent in Social Sciences, International Relations, Environment studies, Business Administration, Public Administration, Political Sciences, Marine Studies or related field Three years of experience in related area - Demonstrable skills in analytical thinking, research and program/project management - Good communication skills, speaking, writing, and editing skills in English - have knowledge and network of AIS countries in the Indian Region - have experience working with people from different cultural backgrounds - currently resides and is a citizen of Madagascar, initiative and willingness to learn new skills and stay abreast of new developments in the area of expertise, ability to adapt to changes in the work environment Fluency in English is required "
The World Bank,Knowledge Management Assistant ,"Chennai, India",13. March 2023,28.02.2023,"A Bachelor’s degree At least two years of relevant work experience, experience in handling help-desk operations will be an added advantage, excellent written and verbal communication skills, strong analytical skills, attention to detail, the ability to gather, organize, and present data in a user-friendly format, Basic skills in MS Word, Excel and PowerPoint, ability to execute tasks independently, demonstrate good understanding of risks and internal control procedures pertaining to various activities in own functional areas, able to identify potential internal control gaps and propose possible mitigating control procedures, ensure compliance with overall risk and internal control procedures, knows and adheres to business boundaries and compliance Fluency in English is required "
The World Bank,Senior Economist ,"Washington, United States",9. March 2023,28.02.2023,"Ph.D. degree in economics with at least eight years of relevant professional experience, including a track record of delivery of high quality analytical and advisory products Strong analytical skills in econometrics, combined with demonstrable expertise in at least one of the following sub-disciplines: resource economics, agricultural economics, public economics, environmental economics, water economics, or urban economics, familiarity with, and a track record of, commenting on corporate documents such as SCDs, CPFs, CCDRs, and CENs, a track record of outstanding report writing and communications skills, proven ability to conduct policy-relevant research with publications in both academic journals and World Bank flagship publications Fluency in English is required "
World Health Organization,Programme Assistant ,"Budapest, Hungary",15. March 2023,25.02.2023,"At least five years of progressively responsible experience in the secretarial/administrative field, experience in an international environment or institution, relevant experience in WHO or in the UN, proficiency in the use of standard office computer software, note taking and operation of computerized systems and databases, sound interpersonal skills and flexibility, ability to adapt to competing priorities, ability to work in a fast-paced environment, emotional intelligence, ability to identify and manage one’s own emotions, as well as helping others to do the same Expert knowledge of English, expert knowledge of Local language, intermediate knowledge of French, Russian, or German "
World Health Organization,Cybersecurity Operations and Analytics Engineer ,"Budapest, Hungary",16. March 2023,25.02.2023,"A minimum of five years IT experience which at least two years at the international level and five years focused on IT security, extensive experience in working across multiple time zones without the need for face-to-face meetings, experience in ICT audit, compliance or governance, experience working in an environment where work hours are scheduled shifts corresponding to forecasted activity, experience working outside of core business hours, including early morning, late evening, overnight, weekends, and/or holidays as needed Expert knowledge of English "
World Health Organization,"Technical Officer, Data Products and Analytics ","Washington, United States",14. March 2023,25.02.2023,"A bachelor’s degree in a health or social science or in any other field related to the functions of the position from a recognized university Seven years of combined national and international experience in epidemiology, surveillance and/or control of acute public health events, experience in epidemiology, surveillance and/or control of acute public health events in countries with limited resources, experience working with event-based surveillance, experience in inter-agency collaboration would be an asset, practical knowledge of results-based management concepts and tools and their applications, expertise in the use of GIS, R, Phyton and/or programming, ability to respond objectively and promptly to unforeseen problems, and exercise sound judgment in recommending feasible technical solutions, strong professional oral and writing skills, including the development of reports, oral presentations, and technical/persuasive documents for consideration at the highest levels of the Organization Expert knowledge of English "
United Nations Development Programme,Project’s Communication Associate ,Albania,5. May 2023,26.04.2023,"Secondary education, Bachelor’s degree in communications, public relations, journalism or any related field will be given due consideration Minimum seven years (with Secondary education) or four years (with Bachelor’s degree) of relevant work experience in communications, administration and project management, experience in managing social media platforms, especially Twitter, Facebook, and Instagram, excellent English writing skills, as well as strong analytical aptitude and strong communication skills, and attention to detail, experience of working with UNDP or other international organizations is an asset, ability to communicate in a clear, concise, and unambiguous manner both through written and verbal communication, to tailor messages and choose communication methods depending on the audience. Ability to manage communications internally and externally, through media, social media and other appropriate channels, ability to create and/or edit written content for multimedia Fluency in English and Albanian is required "
UNICEF,Chief Admin & Finance ,"New Delhi, India",8. May 2023,26.04.2023,"Eight years of relevant professional work experience both at national and international level in office management, operations (administration, finance, accounting, ICT, human resources, supply) or any other relevant function in an international organization and/or large corporation is required, professional experience in an emergency duty station and large country offices is an asset, experience in UN System or other international NGO is an asset Fluency in English is required "
UNICEF,Senior Administrative & Finance Associate ,"Quetta, Pakistan",7. May 2023,26.04.2023,"An advanced university degree (Bachelor’s or higher) in finance, administrations or related field ls an asset for this job, a first University Degree in a relevant field combined with two additional years of professional experience may be accepted in lieu of an Advanced University Degree A minimum of seven years of relevant experience in the field of finance and administration is required, developing country work experience and/or familiarity with emergency is considered an asset, any other assigned administrative and finance related tasks to carried out operations activities, assist supervisor in carrying out of day-to-day operations related tasks to respond and tackle the situations in efficient and effective manners Fluency in English is required, knowledge of another official UN language or a local language is an asset "
UNICEF,Data Communication Specialist ,United States,4. May 2023,26.04.2023,"An advanced university degree (Master’s or higher) in English, communication, development studies, journalism or international relations A minimum of five years of relevant professional experience in editorial functions, this experience should demonstrate a strong track record of success in developing and executing strategic communication plans to achieve organizational goals, exceptional proficiency in written communication with a keen eye for detail, ensuring clear and concise expression of ideas and concepts, advanced knowledge of digital media communication, including social media, content management, and website frontend and backend systems, knowledge of current trends and best practices in marketing, content strategy, SEO, and analytics Fluency in English is required "
UNICEF,Talent Group for Assistants ,"Budapest, Hungary",31. May 2023,26.04.2023,"Completion of secondary education (i.e., high school diploma) is a minimum requirement supplemented by University level courses in finance, accounting or business is an asset Minimum of five years of relevant work experience is required, a completed university degree from an accredited institution will be counted toward the minimum work experience requirements. i.e. in the form of one year of completed education being equivalent to one year of relevant work experience (for fully completed degrees only), working knowledge of the Microsoft Suite of Products (MS Word, MS Excel and MS PowerPoint) is required, strong focus on accuracy and consistency, with strong analytical, data extraction and reporting skills is required, work experience with a development organization is an asset Fluency in English (verbal and written) is required "
UNICEF,Fundraising Officer ,"Asuncion, Paraguay",4. May 2023,26.04.2023,"A first level university degree ( (Bachelor’s degree or equivalent) in Administration, Marketing, Communications, Fundraising, Management or another relevant technical field is required. An advanced university degree (Master’s degree or equivalent) in the mentioned areas will be considered an asset A minimum of one to five years of professional experience in private sector fundraising is required, with progressively increasing responsibilities, including direct responsibility for setting and meeting income targets, experience in, and knowledge of, the country context is an asset, relevant marketing experience will be considered as contributing to this work experience, familiarity with the private sector, international fundraising experience is an asset, previous managerial experience is essential Fluency in English is required "
United Nations Development Programme,Programme Advisor ,"Copenhagen, Denmark",3. May 2023,20.04.2023,"A minimum of 10 years of project management of complex (e.g., multi-sectorial, multi-stakeholder) health and development programmes, experience in working with HIV, TB or malaria programmes is an asset, excellent networking, representational, communications and negotiation skills, a track record in producing strategy documents and/or reports for wide dissemination, demonstrated ability to work across institutional boundaries with various teams, and utilise talent and expertise of team members in a productive way is an asset, demonstrated experience in the management of diverse teams is an asset, knowledge of UN or UNDP’s rules, policies and procedures is an asset Written and spoken fluency in English "
United Nations Development Programme,Communication and Coordination Associate ,"Bangkok, Thailand",2. May 2023,20.04.2023,"Bachelor degree or equivalent in public administration, political science communications, journalism, international relations, or social sciences Two years of experience in public administration, political science communications, journalism, international relations, or social science is required, a first-level university degree, in combination with relevant working experience in the field of communication, advertising on social cohesion, sustainable development, human security, and regional/international cooperation, can be considered, experience in project coordination, communication and engagement with production house/company, government, civil society and community in the areas of communications, and social cohesion, is desirable, working experience with international organizations and national authorities in Thailand, ability to organize assignments and work systematically Fluency in English is required "
United Nations Development Programme,Communications Analyst ,"Bridgetown, Barbados",4. May 2023,20.04.2023,"Master’s degree in media and/or public relations, journalism, publishing, communications, marketing or related field; or Bachelor´s degree in media and/or public relations, journalism, publishing, communications, marketing or related field, with two additional years of relevant experience Minimum two years‘ with Master´s Degree or four years with Bachelor’s Degree of relevant experience at the national or international level in public relations, communications, or advocacy, experience in the usage of computers and office software packages, good knowledge, and experience in handling of web-based management systems, strong experience in social media and behavior change communication, experience in delivering and facilitating innovative approaches and solutions for communications for development (C4D), strong interpersonal, written and oral communication skills, strong ability to work effectively in multi-disciplinary and multi-cultural teams Fluency in English is required "
United Nations Development Programme,Procurement Analyst ,"Bangkok, Thailand",24. April 2023,20.04.2023,"At least two years of relevant experience at the national or international level in procurement related function is a requirement, if candidate has only Bachelor’s Degree, four years of relevant experience is required, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advanced knowledge of web-based management systems is required, good knowledge of ERP systems (such as PeopleSoft) is desirable, experience with UN/UNDP/Development Organisations procurement actions is desirable Proficiency in English, both written and verbal is required "
United Nations Development Programme,Team Leader Governance Research and Innovation ,"Oslo, Norway",2. May 2023,20.04.2023,"Advanced university degree (Masters) in Political Science, International Relations, Social Policy, Public Policy, Economics, Development Studies, Statistics, or a related discipline At least 10 years of relevant professional experience in the area of governance programming, research or policy, a good understanding of policy research and evidence related to inclusive, accountable and effective governance issues and its relevance for sustainable development, a good grasp of key policy challenges related to the four Research and Engagement Agendas: 1) SDG16, 2) Financial Integrity, 3) Fair, Green Transition and 4) Information Integrity, proven experience in conducting and/or overseeing applied research on governance issues, a track record of publications is an asset, knowledge of and experience with UN/UNDP and its work in governance and/or peacebuilding is an asset Fluency in English is required "
United Nations Development Programme,Finance Associate ,"Bonn, Germany",3. May 2023,20.04.2023,"Secondary Education with specialized certification in Accounting and Finance, University Degree in Finance, Business or Public Administration is desirable, but it is not a requirement Part-qualified accountants from an internationally recognized institute of accountancy will have a distinct advantage, candidates with no accountancy qualification but with relevant experience, must successfully undertake the Accountancy and Finance Test (AFT) before eligible, seven years of relevant finance experience at the national or international level, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and knowledge of spreadsheet and database packages, experience in handling of web-based management systems, experience with ERP financials is desirable, knowledge of International Public Sector Accounting Standards (IPSAS) and/or International Financial Reporting Standards (IFRS) is required, strong presentation skills Fluency in English is required "
United Nations Development Programme,Economist ,"Bangkok, Thailand",24. April 2023,20.04.2023,"Minimum of seven years, of experience at the national or international level in relevant areas of economic research and policy and implementation support, extensive experience in research and policy-level analysis, proven policy, advisory and advocacy experience, experience in preparing high-quality policy briefs and guidance notes for use by senior policymakers, experience in strategic visioning with strong technical and highly developed analytical capabilities, knowledge of the SDGs and their application at the national level, politically astute with demonstrated experience in stakeholder analysis and engagement, experience in handling web-based management systems and advanced programmes for statistical analysis of data Fluency in oral and written English is essential "
United Nations Development Programme,Innovation Analyst ,"New York, United States",26. April 2023,20.04.2023,"A Master’s degree or equivalent in project management, public administration, political science, law, human rights, gender equality, management, social sciences, or a related field is required A minimum of two years of experience in project management, project management support, and project financial management support, experience in supporting coordination, implementation, monitoring and evaluating of development programmes and projects, experience in working in a computer environment using multiple office software packages, experience in the use of ERP systems is an asset, UN experience is an asset, experience in procurement related issues is an asset, experience in supporting a team, ability to plan, organize, prioritize, and control resources, procedures, and protocols to achieve specific goals Proficiency in English and Spanish, working knowledge of other UN language desirable "
