employer,job_title,place,closing_date,publishing_date,job_description
Organization for Security and Co-operation in Europe,Communications Officer ,"The Hague, Netherlands",7. June 2023,24.05.2023,"A first-level university degree in international relations, communications, journalism, information management, marketing, public administration or related area At least six years of progressively responsible experience in diplomacy, communications, journalism, information management, marketing, public administration or related area is required, experience in working with digital communication tools and web-based media, experience in politically sensitive environments is desirable, excellent oral and written communication skills in English, knowledge of another official OSCE language is an advantage, demonstrated gender awareness and sensitivity, and an ability to integrate a gender perspective into tasks and activities, Computer literate with practical experience using Microsoft applications Fluency in English is required "
Organization for Security and Co-operation in Europe,Associate Project Officer ,"Vienna, Austria",7. June 2023,24.05.2023,"First-level university degree in political sciences or international relations or other relevant social science dis­cipline A minimum of four years of practical experience in security policy and/or SALW control, demonstrated experience applying project management techniques, professional fluency in English including excellent drafting skills, knowledge of other OSCE official languages would be an asset, or knowledge of any of the South-Eastern European languages, Computer literate with practical experience with Microsoft applications, demonstrated gender awareness and sensitivity, and an ability to integrate a gender perspective into tasks and activities, organizing co-ordination meetings, outreach conferences, as well as thematic workshops and seminars Fluency in English is required "
Organization for Security and Co-operation in Europe,Water and Energy Policy Adviser ,"Dushanbe, Tajikistan",25. May 2023,24.05.2023,"First-level university degree in environmental studies, economics, natural resources management, regional planning and development or related fields, or equivalent professional experience in such areas Work experience in the fields of environmental development and protection, water resources managfement, economics, business development, regional planning and development, experience working with developing or transitional economies, sound knowledge of water sources management and energy policy principles aimed at ensuring sustainable development, experience in environmental development and protection, ability to establish contact and develop confident relations with government officials and institutions, as well as civil society Fluency in English is required "
Organization for Security and Co-operation in Europe,Senior Adviser on National Minorities ,"Belgrade, Serbia",5. June 2023,24.05.2023,"First-level university degree in political sciences, social sciences, international relations, public policy, law or equivalent professional experience Minimum six years of relevant professional experience, work experience in either public administration, relevant international organizations, civic associations (including NGOs), political parties/affairs, or economic and political development, demonstrable organizational, communication, analytical and interpersonal skills, experience in the area of national minority issues, including at least two years at international level, excellent knowledge of international standards and best practices in the protection of national minorities Professional fluency in the English language, both oral and written "
The World Bank,Extended Term Consultant Ethics Officer ,Singapore,31. May 2023,24.05.2023,"Master’s Degree in law, ethics or related field, with five years‘ relevant experience or equivalent combination of education and experience in one or more of the following fields, ethics training, workplace investigations, corporate compliance, or a related field Excellent communications and presentation skills, both oral and written, proven ability to clearly and concisely prepare, present, and discuss ethics and compliance issues, excellent interpersonal skills, ability to deal sensitively in a multicultural environment and build effective working relations with clients and colleagues across the organization, ability to work with limited supervision where appropriate Fluency in oral and written English "
The World Bank,Senior Program Assistant ,"Washington, United States",1. June 2023,24.05.2023,"Bachelor’s degree with five years of relevant experience or equivalent combination of education and experience Demonstrated ability to work independently, respond to, and deal effectively in diverse situations with good judgment, discretion, and subtlety in handling confidential and critical matters, proficiency in advanced functions of standard Bank technology packages, i.e., SAP, Outlook, Excel, Intranet, Canva, etc., consistent record of high-quality work, excellent organizational and administrative skills and demonstrated experience in smoothly operating a lively office and related systems, assuming primary responsibility for organizing and coordinating workflow Fluency in oral and written English "
The World Bank,Senior Program Assistant ,"Washington, United States",1. June 2023,24.05.2023,"Bachelor’s degree with five years of relevant experience or equivalent combination of education and experience Demonstrated ability to work independently, respond to, and deal effectively in diverse situations with good judgment, discretion, and subtlety in handling confidential and critical matters, proficiency in advanced functions of standard Bank technology packages, i.e., SAP, Outlook, Excel, Intranet, Canva, etc., consistent record of high-quality work, excellent organizational and administrative skills and demonstrated experience in smoothly operating a lively office and related systems, assuming primary responsibility for organizing and coordinating workflow Excellent communication skills, both written and spoken, in English, fluency in Spanish, French or Chinese is desirable "
The World Bank,Senior Social Development Specialist ,"Freetown, Sierra Leone",30. May 2023,24.05.2023,"A minimum of eight years of directly relevant professional experience in social development and inclusion, women’s economic empowerment, and gender/GBV, proven leadership and project management skills and experience with World Bank IDA and/or IBRD (or other comparable international organizations) lending operations, policies, and procedures, experience with leading design and implementation of social development programs including women empowerment and gender equality, social inclusion, Community Driven Development, and livelihoods support Excellent oral and writing skills in English is essential "
United Nations Development Programme,Project Analyst ,"Chisinau, Moldova",2. June 2023,23.05.2023,"Minimum two years (with Bachelor’s degree) of experience in implementing projects in the field of digitalization, experience in the public or private sector, development assistance and/or international organizations, strong communication, strategic planning, and analytical skills, ability to perform a variety of specialized tasks related to management, including drafting reports, data evaluation, and sustainability reporting Fluency in English, Romanian and Russian (oral and written), working knowledge of one or more additional languages relevant for Moldova including Bulgarian, Gagauzian, Romani, Ukrainian or sign language is an asset "
United Nations Development Programme,Peace & Development Officer ,"Tegucigalpa, Honduras",2. June 2023,23.05.2023,"Advanced university degree (master’s degree) in political science, conflict resolution, peace studies, sociology, international relations, international economics, law, public administration, or other related social sciences, or a first level (bachelor’s degree) in political science, conflict resolution, peace studies, sociology, international relations, international economics, law, public administration, or other related social sciences Candidates with master’s degree, a minimum of two years of progressively responsible experience in conflict analysis, development and/or conflict prevention in a governmental, multilateral or civil society organization Fluency in written and spoken Spanish is required, working level English is required "
United Nations Development Programme,Finance Analyst ,"Dushanbe, Tajikistan",3. June 2023,23.05.2023,"Minimum two years (with Bachelor’s degree) of relevant accounting, financial, audit experience, working knowledge of local tax legislation in Tajikistan, knowledge of UNDP/UN procedures would be an asset, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and expert knowledge of spreadsheet and database packages, experience in handling of web-based management systems (1C program, Enterprise resource planning, PeopleSoft) is a strong advantage, ability to understand and deal with a business situation in a manner that is likely to lead to a good outcome Fluency in English and Russian (spoken and written) is required, knowledge of Tajik is an asset "
United Nations Development Programme,Head of Solutions Mapping ,"Asuncion, Paraguay",27. May 2023,23.05.2023,"Master’s degree in Anthropology, Sociology, Behavioral psychology, Design, Architecture, Communications or development-related field or Bachelor’s degree in Anthropology, Sociology, Behavioral psychology, Design, Architecture, Communications or development related field Candidates with master’s‘ degree, a minimum of two years of professional experience in development programming or policy, social innovation, partnership building; engagement (public and private sector) and/or resource mobilization or Candidates with bachelor’s degree, a minimum of four years of professional experience in development programming or policy, social innovation; partnership building; engagement (public and private sector) and/or resource mobilization Proficiency in written and spoken Spanish and English, required "
United Nations Development Programme,Regional Project Associate ,"Ashkhabad, Turkmenistan",4. June 2023,23.05.2023,"Secondary education is required, or Bachelor (University) Degree in Medicine, Pharmacy, Epidemiology, or equivalent field will be given due consideration, but it is not a requirement Six years (with secondary education) or three years (with Bachelor degree) of relevant professional experience in health sector as a health professional (doctor, pharmacist, epidemiologist) or health administrator supervising healthcare services, experience working as a medical doctor/nurse at the health care facility in Turkmenistan, or experience as administrator/ supervisor of health care system in Turkmenistan, experience with quantification of medicines, stock management, inventory of medicines Fluency in Russian and Turkmen, working knowledge of oral and written English is an asset "
United Nations Development Programme,Project Monitoring Associate ,"Skopje, North Macedonia",3. June 2023,23.05.2023,"Secondary education, Bachelor’s degree in Civil engineering, Architecture, Environmental protection, Electro/Mechanical-engineering or another relevant field Minimum seven years (with Secondary education) or four years (with Bachelor’s degree) of relevant work experience in monitoring of development projects related to energy-efficiency of buildings, renewable energy and/or construction project management (e.g. design, review, implementation, supervision, energy audit, monitoring, contract management) or experience in performing similar tasks, experience in monitoring development projects, experience in working with local/national governments, experience with procurement procedures, preferably for energy efficiency, renewable energy and/or construction projects Proficiency in English & Macedonian (written and spoken) "
United Nations Development Programme,UN Security Guard (Roster) ,"Skopje, North Macedonia",19. June 2023,23.05.2023,"Secondary education Minimum two years‘ experience in a security, safety, and/or other related discipline, military or law enforcement service would be an asset, Communications skills required, Computer skills and/or previous experience with video surveillance, fire, or other safety systems would be an asset, special courses in guarding, protection, and/or safety & security systems would be an asset, ability to respond timely and appropriately with a sense of urgence, provide consistent solutions, and deliver timely and quality results and/or solutions to fulfil and understand the real customers‘ needs, provide inputs to the development of customer service strategy, look for ways to add value beyond clients‘ immediate requests Working knowledge of English, Russian, and/or Kazakh "
United Nations Development Programme,Receptionist ,"Astana, Kazakhstan",5. June 2023,23.05.2023,"At least two years of relevant work experience in administration and/or international or national projects or organizations, detailed knowledge and understanding of clerical, secretarial and administrative best practices and procedures, excellent oral and written skills, excellent drafting, formulation, reporting skills, proficiency in Microsoft Office, spreadsheets, etc., experience in financial management systems, ability to handle a large volume of work possibly under time constraints, ability to organize and complete multiple tasks by establishing priorities, good knowledge of UNDP ERP system is desirable, knowledge of UNDP policies and procedures is an asset, plans and monitors own work, pays attention to details, delivers quality work by deadline English and Kazakh and/or Russian is required "
United Nations Development Programme,Project Assistant (Placement) ,India,2. June 2023,23.05.2023,"High School OR Bachelor’s in business administration, management, rural management, development, economics, social work etc At least four years of experience in skilling ecosystem post High School or at least one year of relevant experience post Bachelors, experience of working with Central and/or State Governments/ international agencies/ on similar assignments will be preferred, prior experience of working in a PMU in the skilling or livelihood sector, experience of partnerships and project design will be added advantage, experience in the usage of computers and office software packages (MS Word, Excel, etc.), knowledge of partnership landscapes with respect to skilling in India, desired skills in addition to the competencies covered in the Competencies section Communication Skills Fluency in English is required "
United Nations Development Programme,District Program Manager (Fisheries) ,"Odisha, India",3. June 2023,23.05.2023,"Bachelor in Fisheries Science/BSc. in Zoology/BSc. in Marine Sciences/BSc. in Marine Biology/Bachelor in Fisheries Economics/BSc. in Industrial fisheries/BSc. in Fisheries Business Management/ BSc. in Microbiology/BSc. in Biotechnology/ BSc. in Life Science Minimum 1-year domain experience in any area of Fisheries and Aquaculture or any other relevant field, preference will be given for Agri[1]Business Management, demonstrated experience working with the state/central governments, knowledge and experience in wastewater management, effluent treatment, etc, established experience in managing operational work, supporting knowledge generation, preparation of relevant documentation related to development issues Must have written and oral knowledge of languages- English & Hindi "
United Nations Development Programme,Senior Programme Officer ,"Belgrade, Serbia",3. June 2023,23.05.2023,"Master’s degree or higher in business, law, or a related field, Bachelor’s degree in a related field with additional two years of qualifying experience may be accepted in lieu of the Master’s degree Minimum seven years (with Master’s degree) or nine years (with Bachelor’s degree) of experience in project management cycle, at least seven years of leadership experience, with oversight of staff, budgets, and operations, at least seven years of demonstrated experience in resource mobilization with an emphasis on raising funds from multilateral and bilateral aid agencies, foundations, and corporations, excellent interpersonal skills, and the ability to work with groups and organizations both within and outside Serbia, in-depth understanding of the EU integration process Excellent verbal and written skills in English "
United Nations Development Programme,Executive Associate ,"New York, United States",26. May 2023,23.05.2023,"Secondary Education is required, University Degree (Bachelor´s Degree) or equivalent would be desirable A minimum of seven years with Secondary Education or four years with Bachelor´s of progressively responsible secretarial, administrative, programme experience is required at the national or international level within the United Nations Common System, advanced user of computers and office software packages (MS Word, Excel, etc.) and in handling web-based management systems, ensures effective and efficient functioning of RBEC Director’s office, ensures provision of effective communications support to the RBEC Director, provides support to advocacy of RBEC activities Fluency in English, both oral and written, is required, working knowledge of another UN official language is an asset "
Food and Agriculture Organization of the,,Home Based,2. June 2023,23.05.2023,"Compliance Specialist University degree in finance/business administration/ economics, or other related field At least five years of demonstrated experience in administration, internal audit and finance, experience in working in the project management will be an asset, extent and relevance of experience in project budgets and programme, extent and relevance of experience in results monitoring and reporting, work experience in more than one location or area of work, previous working experience in UN organizations is an asset Working knowledge (level C) of English and limited knowledge (level B) of one of the other FAO languages for COF. For PSA "
Food and Agriculture Organization of the,,"Bangkok, Thailand",9. June 2023,23.05.2023,"Advanced university degree in public or business administration, finance, accounting, economics, social sciences or other fields related to the FAO mandate Five years of relevant experience in in project management and operational support, work experience in more than one location or area of work, particularly in field positions, relevance and extent of experience in supporting, advising and/or managing the formulation and implementation of complex, multistakeholder projects and programmes Working knowledge (proficient – level C) of English and limited knowledge (intermediate – level B) of another official FAO language "
Food and Agriculture Organization of the,,"Bangkok, Thailand",31. May 2023,23.05.2023,"Communication Specialist A first-level degree in journalism, communications, public relations or other relevant post-secondary qualification A minimum five years of experience in working with media in-country is required as is an established contact list of Thai media, a native Thai speaker with excellent command of English is required, as are proven writing and reporting skills (in both languages), the ability to operate under pressure and good interpersonal skills, National of Thailand or a legal resident in the country, work experience in more than one location or area of work, extent and relevance of experience in newsgathering in the field, extent and relevance of experience in writing for news (print and/or broadcast) Fluency in English is required "
Food and Agriculture Organization of the,,"Baghdad, Iraq",9. June 2023,23.05.2023,"National of Iraq, Advanced university degree in risk or emergency management, social/political science, military science, public administration, law enforcement, law or a related area Two years of professional experience in risk management and/or safety and security service in a national security and/or military setting, extent of knowledge of the United Nations Security Management System (UNSMS) is considered a strong asset or standard operational rules and procedures, work experience in more than one location or area of work, particularly in field positions, extent and relevance of experience in risk management and/or safety and security service in a national security and/or military setting Fluency in English is required "
United Nations Development Programme,Project Associate ,"Chisinau, Moldova",31. May 2023,20.05.2023,"At least three years of experience in administrative work, accounting/finance, logistics or other substantive area is required, previous experience in development assistance or related work for a donor organization, consulting company, or NGO is a very strong advantage, previous experience in drafting communication documents, drafting official letters and correspondence with the stakeholders, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advanced knowledge of spreadsheet and database packages, experience in handling of web based management systems Fluency in oral and written English, Russian and Romanian are a must "
United Nations Development Programme,Local Climate Action Project Associate ,"Kathmandu, Nepal",26. May 2023,20.05.2023,"Bachelor degree or equivalent in environmental studies, climate change, agriculture, social sciences (Sociology, Rural Development, Economics and Development Studies), engineering or other relevant fields Two years of experience in project implementation in government or non-government organizations, proficiency in various MS Office applications (i.e. Word, Excel, PowerPoint etc), knowledge of and experience in project and programme management, monitoring and evaluation and report writing, motivated to contribute towards peace and development and to serve others, good interpersonal, networking and communication skills Fluency in English is required "
United Nations Development Programme,Finance Assistant ,"Rabat, Morocco",1. June 2023,20.05.2023,"Secondary Education with specialized certification in Accounting and Finance, University Degree in Finance, Business or Public Administration desirable, but it is not a requirement, part-qualified accountants from an internationally recognized institute of accountancy will have a distinct advantage Five years of relevant finance experience at the national or international level with Secondary Education is required, or two years of relevant Finance experience with Bachelor degree, experience in the usage of computers and office software packages (MS Word, Excel, etc) and knowledge of spreadsheet and database packages Fluency in French and at least moderate level in English "
United Nations Development Programme,Software Developer ,"New York, United States",1. June 2023,20.05.2023,"Master’s degree in computer sciences, web resources development, web design, programming or other closely related field, Bachelor’s degree in computer sciences, web resources development, web design, programming or other closely related field with two additional years of experience will also be considered Minimum two years of experience with a Master’s degree, or four years‘ experience with a Bachelor’s degree, of overall professional working experience in development of robust Web 2.0 information systems (projects of large scale - database model larger than 200 relational entities, complex role based access control) Fluency in English is required "
The World Bank,Extended Term Consultant Ethics Officer ,Singapore,31. May 2023,20.05.2023,"Master’s Degree in law, ethics or related field, with five years‘ relevant experience or equivalent combination of education and experience in one or more of the following fields, ethics training, workplace investigations, corporate compliance, or a related field Excellent communications and presentation skills, both oral and written, proven ability to clearly and concisely prepare, present, and discuss ethics and compliance issues, excellent interpersonal skills, ability to deal sensitively in a multicultural environment and build effective working relations with clients and colleagues across the organization, ability to work with limited supervision where appropriate Fluency in oral and written English "
The World Bank,Senior Program Assistant ,"Washington, United States",1. June 2023,20.05.2023,"Bachelor’s degree with five years of relevant experience or equivalent combination of education and experience Demonstrated ability to work independently, respond to, and deal effectively in diverse situations with good judgment, discretion, and subtlety in handling confidential and critical matters, proficiency in advanced functions of standard Bank technology packages, i.e., SAP, Outlook, Excel, Intranet, Canva, etc., consistent record of high-quality work, excellent organizational and administrative skills and demonstrated experience in smoothly operating a lively office and related systems, assuming primary responsibility for organizing and coordinating workflow Fluency in oral and written English "
The World Bank,Senior Program Assistant ,"Washington, United States",1. June 2023,20.05.2023,"Bachelor’s degree with five years of relevant experience or equivalent combination of education and experience Demonstrated ability to work independently, respond to, and deal effectively in diverse situations with good judgment, discretion, and subtlety in handling confidential and critical matters, proficiency in advanced functions of standard Bank technology packages, i.e., SAP, Outlook, Excel, Intranet, Canva, etc., consistent record of high-quality work, excellent organizational and administrative skills and demonstrated experience in smoothly operating a lively office and related systems, assuming primary responsibility for organizing and coordinating workflow Excellent communication skills, both written and spoken, in English, fluency in Spanish, French or Chinese is desirable "
The World Bank,Senior Social Development Specialist ,"Freetown, Sierra Leone",30. May 2023,20.05.2023,"A minimum of eight years of directly relevant professional experience in social development and inclusion, women’s economic empowerment, and gender/GBV, proven leadership and project management skills and experience with World Bank IDA and/or IBRD (or other comparable international organizations) lending operations, policies, and procedures, experience with leading design and implementation of social development programs including women empowerment and gender equality, social inclusion, Community Driven Development, and livelihoods support Excellent oral and writing skills in English is essential "
International Atomic Energy Agency,Nuclear Safeguards Inspector ,"Suva, Fiji",1. June 2023,20.05.2023,"Minimum of five years of relevant experience, preferably in the nuclear field, practical field experience, experience in nuclear facilities or experience of verification activities are all desirable, demonstrated experience in analytical work including data analysis, analytical reporting and information management, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Section Head (Nuclear Fuel Cycle Information Analysis) ,"Vienna, Austria",31. May 2023,20.05.2023,"Minimum of 10 years of experience, including at international level, in information management and analysis related to nuclear fuel cycle data and non-proliferation issues, with at least seven years of demonstrable experience in information collection, processing, analysis and the use of complex tools and techniques Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Laboratory Head (Insect Pest Control Laboratory) ,"Seibersdorf, Austria",25. May 2023,20.05.2023,"Doctorate Degree, PhD or equivalent in entomology, genetics or a related biological subject At least 10 years‘ working experience in research and field experience in the integrated application of the SIT and area-wide integrated insect pest control in a national and international setting, experience in contributing to policy development and priority setting in the implementation of insect pest control strategies, experience in the management of complex projects and to formulate and undertake research programmes and projects and to generate extra-budgetary R&D funding, strong publication record in peer-reviewed journals, ensures the visibility and impact of the IPC Laboratory’s activities Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, German, Russian and Spanish) is an asset "
International Atomic Energy Agency,Retail Operations Manager ,"Vienna, Austria",24. May 2023,20.05.2023,"Advanced university degree (Master’s Degree or equivalent) in the field of commerce, business administration, marketing or a related field, a first level university degree (Bachelor’s Degree or equivalent) with four additional years of relevant work experience, may be accepted in lieu of the advanced degree Change management or Project management certification or designation desired, a minimum of ten years‘ relevant working experience, with at least four years in running a large retail/duty free operation or comparable business, preferably at an international level, demonstrated experience with large-scale business change efforts in an international setting, advanced computer skills, including practical experience with databases and dedicated retail IT systems Excellent oral and written command of English "
International Atomic Energy Agency,Programme Management Officer ,"Vienna, Austria",4. June 2023,20.05.2023,"Master’s Degree, Advanced university degree social sciences, management, technology, engineering, or in a scientific area, preferably in a nuclear related field Minimum of seven years of experience in project/programme management in the field of international development, including experience in technical cooperation, partnership and capacity building is required, experience working in the field of nuclear science and technology is an asset, experience in analysing complex situations, grasping the critical aspects, and making timely decisions based on sound judgement, ability to design programmes/projects that support the achievement of development goals and identifies sustainable approaches Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Assistant Project Officer ,"Vienna, Austria",2. June 2023,20.05.2023,"Minimum two years of working experience with international organizations, experience in co-operation on politico-military security issues is an asset, experience in project planning, management and implementation, working experience within the area of gender, youth and politico-military issues as well as experience with management methodology would be an asset, e-communication skills, experience in management of e-learning platforms and online tools of learning, excellent oral and written communication skill in English, other OSCE languages would be an asset, demonstrated gender awareness and sensitivity, and ability to integrate a gender perspective into tasks and activities, Computer literate with practical experience with Microsoft applications Fluency in English is required "
International Atomic Energy Agency,Communications Officer ,"The Hague, Netherlands",7. June 2023,20.05.2023,"A first-level university degree in international relations, communications, journalism, information management, marketing, public administration or related area At least six years of progressively responsible experience in diplomacy, communications, journalism, information management, marketing, public administration or related area is required, experience in working with digital communication tools and web-based media, experience in politically sensitive environments is desirable, excellent oral and written communication skills in English, knowledge of another official OSCE language is an advantage, demonstrated gender awareness and sensitivity, and an ability to integrate a gender perspective into tasks and activities, Computer literate with practical experience using Microsoft applications Fluency in English is required "
International Atomic Energy Agency,Associate Project Officer ,"Vienna, Austria",7. June 2023,20.05.2023,"First-level university degree in political sciences or international relations or other relevant social science dis­cipline A minimum of four years of practical experience in security policy and/or SALW control, demonstrated experience applying project management techniques, professional fluency in English including excellent drafting skills, knowledge of other OSCE official languages would be an asset, or knowledge of any of the South-Eastern European languages, Computer literate with practical experience with Microsoft applications, demonstrated gender awareness and sensitivity, and an ability to integrate a gender perspective into tasks and activities, organizing co-ordination meetings, outreach conferences, as well as thematic workshops and seminars Fluency in English is required "
