employer,job_title,place,closing_date,publishing_date,job_description
UNICEF,Supply and Logistics Associate ,"Tashkent, Uzbekistan",27. February 2023,17.02.2023,"Completion of secondary education is required, preferably supplemented by technical or university courses related to supply chain, business administration, contract/commercial law, or another relevant technical field A minimum of six years of relevant administrative experience in supply chain management or a commercial context is required, understanding of development and humanitarian work is an advantage, thorough knowledge of a range of specialized topics, including the relevant supply chain policies, partnership mechanisms, rules, and regulations, high level of proficiency or skill is required in the interpretation and application of specialized rules and regulations to the circumstances of complex individual cases Fluency in English and Uzbek is required, knowledge of Russian and Tajik/Dari languages are considered as an asset "
UNICEF,Monitoring & Evaluation Specialist ,"New York, USA",4. March 2023,17.02.2023,"An advanced university degree (Master’s or higher) in Business Administration, Public Health, Data Science, Statistics or a related technical field is required A minimum of eight years of professional work experience especially in program evaluation, Monitoring & Evaluation or research linked to immunization is required, strong quantitative skills are an asset, experience working in a low-income setting, excellent interpersonal skills to develop and maintain good working relationships, ability to communicate effectively with a range of audiences, record of research publications in international academic journals, relevant experience in a UN system agency or organization Fluency in English (written and verbal) is required, knowledge of another official UN language (Arabic, Chinese, French, Russian, or Spanish) is an asset "
International Atomic Energy Agency,Safeguards Training Officer ,"Vienna, Austria",10. March 2023,17.02.2023,"At least seven years of combined research, industrial and nuclear safeguards experience, including experience in implementing training courses, experience in training design is an asset, excellent customer orientation, including the ability to develop and nurture effective working relationships with counterparts Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Section Head (Soil & Water Management and Crop Nutrition) ,"Vienna, Austria",10. March 2023,17.02.2023,"Minimum of ten years working experience in research and development on soil-plant-water interactions that influence soil quality, land productivity and water use efficiency for sustainable agricultural production systems at both national and international settings, experience in leading functional teams, and management and administration of human and financial resources, programme planning and budgeting, especially in high quality R&D activities related to soil science and related disciplines using nuclear techniques as one of the research tools Excellent oral and written command of English "
International Atomic Energy Agency,Laboratory Information Systems Specialist ,"Seibersdorf, Austria",10. March 2023,17.02.2023,"Bachelor’s Degree, a first level university degree in Information Technology or related discipline is required Minimum of five years of relevant practical experience in software development and maintenance, of which at least three years practical experience in developing client-server desktop and web-based applications in a Microsoft environment, experience in the development of software solutions in a laboratory context is an asset, plans and organizes his/her own work in support of achieving the team or Section’s priorities, takes into account potential changes and proposes contingency plans, communicates orally and in writing in a clear, concise and impartial manner, takes time to listen to and understand the perspectives of others and proposes solutions Excellent oral and written command of English "
International Atomic Energy Agency,Training Assistant (Safeguards) ,"Vienna, Austria",10. March 2023,17.02.2023,"Completed secondary education Minimum of five years of clerical/administrative working experience in an international environment, with extensive experience in planning and organizing various types of meetings or training activities, preparedness to travel and to work at irregular hours, if required for the implementation of training, knowledge of German desirable, Administrative skills test to IAEA standard, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Unit Head (Procurement and Invoice Control) ,"Vienna, Austria",6. March 2023,17.02.2023,"A first level university degree (Bachelor’s Degree or equivalent) in finance, accounting, commerce, procurement, marketing, business management or a related field Minimum of five years of experience in finance and accounting, procurement, preferably in an international retail/wholesale environment, experience in performing high level merchandising and procurement activities and related duties required, experience in drafting various policy and procedure documents, experience in a supervisory role, in-depth familiarity with the consumer goods market as well as the ability to assess market trends and to make projections for future development within the consumer goods market Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
Food and Agriculture Organization of the,,"Maseru, Lesotho",24. February 2023,17.02.2023,"Assistant Secondary school education Four years of administrative, accounting and office management experience, very good knowledge of the MS Office applications, Internet and office technology equipment, maintain financial records and monitoring systems for the office, maintain imprest accounts, reconcile expenditures, balances, payments, statements and other data for day-to-day transactions and reports, manage the Country Office petty cash, monitor project and programme accounts for which responsibility is assigned, retrieve, enter, select and analyse data from a wide variety of sources, etc. Working knowledge (proficient - level C) English "
Food and Agriculture Organization of the,,"Rome, Italy",3. March 2023,17.02.2023,"Market and Policy Analysis) Advanced university degree in economics, agricultural economics or a related field Seven years of relevant experience in economic research and quantitative analysis, including experience in international agricultural commodity markets and trade, economic modelling and database management, work experience in more than one location or area of work, particularly in field positions, extent and relevance of experience in advanced economic research and analysis, including the use of statistical and econometrics methods and relevant software Working knowledge of English and limited knowledge of another FAO official language "
Food and Agriculture Organization of the,,"Riyadh, Saudi Arabia",3. March 2023,17.02.2023,"and Land Cover Specialist Advanced degree in GIS, Remote Sensing, Geospatial Systems, Natural Resources, Environment, Geography or a related field Minimum five years of experience in GIS, Remote sensing, land cover and land use survey and mapping including planning and implementing landcover and land use mapping activities and application of GIS and Remote Sensing tools and systems for natural resources management, relevance and extent of experience in working with multidisciplinary teams, government development systems, and inter-governmental bodies Working knowledge (level C) of English for Personal Service Agreement, knowing one of the FAOUN language is an asset, for COF, working knowledge (level C) of English and limited knowledge (level B) of another FAO language "
Food and Agriculture Organization of the,,"Rome, Italy",1. March 2023,17.02.2023,"Consultant University degree in agricultural sciences, agricultural economics, natural resources management, agribusiness management, climate change communication, urban and territorial planning or a closely related field Minimum of one year of relevant experience in working in the agriculture sector, especially in urban and peri-urban agriculture, urban and peri-urban forestry, urban food systems, urban natural resources management, including analytical studies, and/or in the formulation and implementation urban food system strategies or investment projects in developing countries and/or countries in transition Working knowledge (level C) of English, French or Spanish and limited knowledge (level B) of one of the other two or Arabic, Chinese, Russian "
United Nations Development Programme,Field Officer ,"Bandarban, Bangladesh",28. February 2023,16.02.2023,"Three years of professional experience preferably in programme/project management in public or private sector, clinical background would be an advantage, practical experience in the development field, including health, gender, youth development, field experience is strongly desired, demonstrated experience in coordination and liaison with government counterparts and other stakeholders, including NGOs and communities, ability to analyze, interpret and think critically about the legal framework in Bangladesh, excellent technical understanding of the legal framework, builds strong relationships with colleagues and stakeholders, ability to work with high-level government officials, technical specialists, Programme Clusters and Senior Management of UNFPA Fluency in English is required "
United Nations Development Programme,Programme Management Associate ,"Mexico, Mexico City",5. March 2023,16.02.2023,"National professional with college degree in Social Sciences, Human Rights, International Relations, Advocacy Five years of relevant experience in programme/project management, knowledge of Strategic Planning and public policies, knowledge of Monitoring and evaluation approaches, proficiency in current office software applications and corporate IT systems, experience in implementing projects related to UNFPA´s mandate, knowledge of UN cooperation in Mexico, advocacy/advancing a policy-oriented agenda, leveraging the resources of national governments and partners/building strategic alliances and partnerships, delivering results-based programmes, internal and external communication and advocacy for results mobilisation, developing and applying professional expertise/business acumen, thinking analytically and strategically Fluency in Spanish and English is required "
United Nations Development Programme,Technical Specialist for Sustainable Tourism ,"Belgrade, Serbia",28. February 2023,16.02.2023,"Master’s degree in development studies, economics, business administration, tourism and hospitality or other related field, Bachelor’s degree with additional two years of relevant professional experience may be accepted in lieu of the Master’s degree Minimum five years (with Master’s degree) or seven years (with Bachelor’s degree) of work experience at senior levels in areas relevant for the post, such as sustainable tourism, project development and management of complex project in creative industries, experience in conducting analysis and formulating strategies with key focus on sustainability standards, experience in formulating sustainable tourism solutions, exposure to tourism potentials from overseas markets, prior work in the UN system shall be considered an asset, good organizational and time management skills, good application of Results-Based Management, good communication, coordination and facilitation skills, strong oral and written communication skills Fluency in English and Serbian (written and spoken) "
United Nations Development Programme,Project Coordinator ,"Bihac, Bosnia and Herzegovina",28. February 2023,16.02.2023,"Minimum two years (with Master’s degree) or four years (with Bachelor’s degree) of proven project management experience, previous experience designing and implementing activities in the field of local development and/or local service delivery, extensive experience in partnering and interaction with governmental institutions at various government levels, as well as with civil society organisations, experience with, but not limited to, international public and/or private sector organizations, and UNDP or UN Fluency in English is required "
United Nations Development Programme,Regional Adviser Gender and Human Rights ,"Johannesburg, South Africa",24. February 2023,16.02.2023,"Advanced university degree or equivalent in gender development studies, anthropology, sociology, human rights, law, cultural studies, international development, or other field directly related to Gender equality, Human Rights At least 10 years of increasingly responsible professional experience in the field of Gender and Human Rights, of which seven years is at the international level, knowledge and understanding of Gender transformative and human rights-based approach and reporting mechanisms is essential, experience in evidence-informed policy advocacy, negotiations and agenda-shaping to advance gender and human rights for women and youth, and development of national actions plans, systems and mechanisms to address gender and social norms change and inequalities is essential, including GBV and harmful practices, as well as social protection systems Fluency in English is required "
United Nations Development Programme,Human Resources Assistant ,"Hanoi, Viet Nam",27. February 2023,16.02.2023,"Secondary Education with five years of experience or University Degree with two years of experiences Five years for Secondary Degree or two years for University Degree of relevant HR and/or administrative experience is required, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and experience in handling of web-based management systems, experience working with international or development organizations is preferable, HR certification is an asset, knowledge of and ability to develop and implement strategies, mechanisms, and platforms to ensure the effective outreach to the relevant segments of the labour market, active and passive candidates internally and externally, knowledge and ability to apply various candidate assessment and selection methodologies, tools and platforms; ability to effectively align them with specific recruitment needs, plans and monitors own work, pays attention to details, delivers quality work by deadline Fluency in English and Vietnamese languages "
UNICEF,Budget Officer ,"Ankara, Turkey",20. February 2023,16.02.2023,"A minimum of two years of progressive experience in financial management with a strong bias in Budgetary/Financial Control preferably in an international organization, experience using SAP/VISION strongly preferred, demonstrates self-awareness and ethical awareness, drive to achieve results for impact, innovates and embraces change, manages ambiguity and complexity, thinks and acts strategically, works collaboratively with others, participate in the development of the budget-related components of the office work plan, annual management plan, resource mobilization and Partnership Strategy, including donor proposals Fluency in English is required, knowledge of another official UN language or a local language is an asset "
UNICEF,Implementing Partnership Management Specialist ,"Ankara, Turkey",20. February 2023,16.02.2023,"An advanced university degree in one of the following fields is required: Development studies, International Development, Business Administration, Financial Management, Economics, Auditing, Project/Programme Management or another relevant technical field A minimum of five years of professional experience in one or more of the following areas is required: programme development/management, financial planning and management, or another related area, experience working in a developing country is considered as an asset, relevant experience in a UN system agency or organization is considered as an asset, demonstrates self-awareness and ethical awareness, drive to achieve results for impact, innovates and embraces change, manages ambiguity and complexity Fluency in English is required, knowledge of another official UN language (Arabic, Chinese, French, Russian or Spanish) or a local language is an asset "
UNICEF,Gender Consultant Hosted Funds SWA ,"Geneva, Switzerland",28. February 2023,16.02.2023,"A minimum of eight of relevant professional experience in in gender, including three years in a senior advisory role, either in the field and/or high-level multilateral and multi-stakeholder platforms and partnerships, incl. international agencies, governmental authorities, private sector and NGOs, experience in women’s rights, gender mainstreaming in development programmes and achieving UN SDG targets, demonstrated experience in policy advocacy, and training on gender and social inclusion, three samples of the consultant’s previous reports, guidelines, trainings, policies or other advisory materials on gender mainstreaming in a development setting Fluency in English is required, knowledge of another official UN language specially French or Spanish (Arabic, Chinese, French, Russian or Spanish) or a local language is an asset "
UNICEF,Public Partnership Officer Public Partnership Division ,"New York, USA",27. February 2023,16.02.2023,"A university degree is required in international relations or another related field, including but not limited to the following fields: international relations, business administration, political science, health, education, English or writing, economics or international business, communications, or international development A minimum of two years of professional experience in one or more of the following areas or related areas is required: public affairs, communications, government, economics or finance, health, education, government, programme management, resource mobilization, external relations, office management, customer relations, logistics or other relevant area Fluency in English is required "
UNICEF,National Consultant for Communication & Documentation ,"Prague, Czechia",19. February 2023,16.02.2023,"At least five year’s relevant experience, preferably in the development/humanitarian sector and with experience in documentation, and external communication, revise the current internal document management structure and provide recommendations to continue strengthening internal communication and collaboration among the teams, based on the document structure and filing system, compile and document all relevant materials for UNICEF programming, communication, monitoring and reporting in UNICEF shared workspace, content creation, review and editing of programmatic and communication related materials Proficiency in both English and Czech language, preferred, knowledge of UNICEF’s Strategic Plan and mission, knowledge of the Czech Republic context "
United Nations Development Programme,Project Manager ,"Islamabad, Pakistan",27. February 2023,15.02.2023,"At least seven years of relevant professional experience in Procurement Management, experience of managing quality assurance of large projects, demonstrated experience of managing projects with complex procurement, demonstrated experience in working with national disease programmes, experience in implementation of health and development programs, experience in Financial management and risk mitigation strategies, demonstrated experience managing complex partnerships, work experience in challenging operating environments, ability to identify and organize action around mitigating and proactively managing risks Fluency in spoken and written English, knowledge of at least one local language (e.g. Urdu, Pashto, Punjabi etc.) "
United Nations Development Programme,Supervising Evaluation Officer ,"Manila, Philippines",21. February 2023,15.02.2023,"Bachelor’s Degree in Economics, Statistics, and other social sciences courses (e.g., Public Administration, Development Studies, Sociology) Two years of relevant work experience in monitoring and evaluation work, or related field, sixteen (16) hours of relevant training on M&E, relevant work experience in monitoring and evaluation work, or related field, relevant trainings on M&E, experience in designing and implementing project evaluations, conducting evaluation of government funded projects, data tracking and management, experience in handling of web-based management systems and advanced programmes for data analysis, report writing and communicating evaluation results, knowledge and understanding of government/NEDA policies and processes Fluency in English and Filipino is required "
United Nations Development Programme,Digital Transformation Analyst ,"Prishtinë/Priština, Kosovo",16. February 2023,15.02.2023,"Master’s Degree, Bachelor’s degree with two years of qualifying experience will be considered in lieu of Master’s degree Minimum two years (with Bachelor’s degree) of professional experience in implementation of project activities in the area of ICT and digitalization, ability to manage a self-organising cross-functional teams, foster a team culture of curiosity and learning, being nimble and being able to improvise and quickly adjust to unforeseen events or changes in conditions or context, ability to design and lead digital product development including testing, ongoing product iteration, product strategy and delivery Fluency in English (written and oral), excellent analytical and report writing skills in clear and fluent English and Albanian, knowledge of Serbian is desired "
United Nations Development Programme,Technical Specialist for Sustainable Tourism ,"Belgrade, Serbia",28. February 2023,15.02.2023,"Master’s degree in development studies, economics, business administration, tourism and hospitality or other related field, Bachelor’s degree with additional two years of relevant professional experience may be accepted in lieu of the Master’s degree Minimum five years (with Master’s degree) or seven years (with Bachelor’s degree) of work experience at senior levels in areas relevant for the post, such as sustainable tourism, project development and management of complex project in creative industries, experience in conducting analysis and formulating strategies with key focus on sustainability standards, experience in formulating sustainable tourism solutions, exposure to tourism potentials from overseas markets, prior work in the UN system shall be considered an asset Fluency in English and Serbian (written and spoken) "
United Nations Development Programme,International Consultant Cultural Statistics Expert ,"Riyadh, Saudi Arabia",27. February 2023,15.02.2023,"Min. Academic Education, Master’s degree in language culture, social studies, economics, statistics, or any other relevant fields, Certification of Training courses/workshops related to the field of Foreign Direct investment statistics like (Certificate in Government and Public Politics) At least seven years of relevant professional experience in cultural statistics, ability to provide statistical technical advice on different sectors/theme, ability to work on any of the statistical packages to analyse data, good understanding and practice of capacity development, culture Statistics industry experience with a good under­standing of the structure of Saudi Arabia economy and can draw international best practices and policy recommendations to apply into the local context Fluency in English and Serbian (written and spoken) "
World Health Organization,Scientist ,"Lyons, France",25. February 2023,15.02.2023,"At least two years of professional post-doctoral experience in cancer research, in particular cancer epidemiology on cancer-causing agents or cancer-preventive agents, experience in assisting in evaluations of cancer hazards, cancer-prevention strategies or related normative work, experience reviewing studies across a spectrum of primary and secondary cancer-preventive interventions, experience in assisting to prepare international scientific meetings, scientific publication record in the field of cancer prevention commensurate with the grade of the position Expert knowledge of English is required, intermediate knowledge of French or another UN language is desirable "
World Health Organization,Technical Officer Biosafety ,"Geneva, Switzerland",3. March 2023,15.02.2023,"Advanced level university degree in health-related field or biological sciences from an accredited academic institution, Doctoral degree in life science, medicine, biomedical engineering or other related fields. Training in virology, microbiology, infectious disease epidemiology or other related life sciences At least seven years of professional experience in the context of biological laboratory science, biosafety and/or biosecurity, including engagement and exposure at the international level, demonstrated capacity and experience in producing high quality reports and papers in the relevant areas, and in development of internationally acclaimed guidance documents, norms and standards, proven capacity in working with diverse stakeholders cooperatively and productively Expert knowledge of English "
World Health Organization,Technical Officer (TB Operational Research Initiatives) ,"Copenhagen, Denmark",3. March 2023,15.02.2023,"A minimum of two years‘ experience in public health in the area of TB research, demonstrated experience implementing research and operational research projects.Demonstrated experience in coordinating multi-country researchprojects, relevant experience with(in)WHO, UN organizations/agencies, international institutions, state organizationsor NGOs, demonstrated experience coordinating multi-country research projectsin the WHO European Region, particularly in eastern Europe and central Asia Expert knowledge of English, intermediate knowledge of French, Russian, German "
World Health Organization,Roster of Consultants Learning Designer ,"Copenhagen, Denmark",3. March 2023,15.02.2023,"Advanced university degree in one of the following fields: Educational Sciences (Adult Learning, Learning Technologies, Curricula Management, Instructional Design) or any other related fields, Behavioural Science, Educational Psychology, PhD in Educational Sciences or related fields At least five years of relevant experience in any learning science related field (curricula building, instructional design, learning technologies, etc), experience in health sector, previous experience in working with multiple stakeholders in a diverse environment (multiple cultures, time zones, countries/regions, languages, etc), experience in Learning Production with overall understanding of major e-learning authoring tools (Adapt Learning, Storyline, Lectora, Captivate, etc.) Expert knowledge of English is required "
World Health Organization,Communication and Community Engagement Expert ,"Yerevan, Armenia",23. February 2023,15.02.2023,"15 years of experience in communication and community mobilization, at the national and international level, in applying multidisciplinary approaches in healthy lifestyles, health literacy and health promotion, community engagement and social mobilization programmes, prior emergency work experience at the field level, with WHO/UN system, health cluster partners, relevant nongovernmental or humanitarian organizations, is desirable, self-motivated, ability to work with minimum supervision; ability to work with tight deadlines, sound security awareness Excellent oral and written skills in English and local language, excellent drafting, formulation, reporting skills "
International Atomic Energy Agency,Technical Services Assistant ,"Vienna, Austria",13. March 2023,15.02.2023,"Minimum of four years of relevant work experience, preferably in an international environment, proven experience in database management, data retrieval applications and document management, basic knowledge of the organizational structure of the Department of Safeguards pertaining to use of Safeguards equipment is an advantage, demonstrated ability to work to a high degree of accuracy and to pay attention to detail, particularly at times of high workload, understanding of asset management approaches including asset identification, physical counting and reconciliation, familiarity with the requirements of Personal Protective Equipment is an asset, ability to operate a forklift is an asset Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Senior Laboratory Technician (Nuclear Instrumentation) ,"Seibersdorf, Austria",13. March 2023,15.02.2023,"Post-secondary studies with certification or degree in experimental physics or nuclear-related instrumentation engineering is an asset, minimum of six years of relevant working experience in the field of nuclear instrumentation and associated analytical techniques, experience in teaching and practical training in the field of nuclear instrumentation is an asset, experience in using a computerized workflow system; good knowledge of Microsoft Office, good computer skills, including experience in the development and use of software for data acquisition and data analysis, administrative skills test to IAEA standard might be part of the process Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Section Head (Nuclear Power Technology Development) ,"Vienna, Austria",13. March 2023,15.02.2023,"Minimum 10 years of relevant professional experience in nuclear power activities, at least five years of international experience on relevant projects or programmes, demonstrated experience in the management of projects, including their design, monitoring and implementation, as well as in the management of human and financial resources, demonstrated technical experience and knowledge in safety practices and standards, recognition in the international community for her/his expertise or experience of working in a national/international nuclear organization or institute are valuable assets Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
International Atomic Energy Agency,Agricultural Water Scientist ,"Vienna, Austria",13. March 2023,15.02.2023,"Master’s Degree, Advanced university degree in agriculture, agronomy, soil sciences, water resource management or related disciplines. PhD in the above-mentioned disciplines is an asset Minimum seven years of directly relevant experience, at both national and international levels, experience in developing countries is an asset, proven track record in high quality research related to soil science, water management, agronomy and related disciplines using nuclear techniques as one of research tools, experience in international project management and coordination, including in the formulation and delivery of outcome-oriented projects, actively contributes to achieving team results. Supports team decisions Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
