employer,job_title,place,closing_date,publishing_date,job_description
United Nations Development Programme,Operations Associate Talent Acquisition ,"Bonn, Germany",15. May 2023,03.05.2023,"Secondary education with specialized training in human resources or related fields, University degree in business administration or human resources management is desirable, but not a requirement Seven years of relevant experience in talent management or human resources, experience in MS Office 365, experience working with web-based management systems, experience working with Salesforce Service Cloud would be an asset, experience in an international or non-profit context would be an asset, experience working with volunteers would be an asset, ability to communicate in a clear, concise and unambiguous manner both through written and verbal communication, to tailor messages and choose communication methods depending on the audience, ability to manage communications internally and externally, through media, social media and other appropriate channels Fluency in English is required "
United Nations Development Programme,Peace and Development Officer ,"Bangkok, Thailand",16. May 2023,03.05.2023,"Advanced university degree (Master’s Degree) in political science, conflict resolution, peace studies, sociology, international relations, international economics, law, public administration, or other related social sciences Minimum of two years of progressively responsible experience in conflict analysis, development and/or conflict prevention in a governmental, multilateral, or civil society organization, extensive experience in analysis, research and sound drafting skills, experience in project/programme development, management, experience in national and community-level conflict prevention and peacebuilding initiatives and programming, in-depth knowledge of and extensive experience in (country/region), including in dialogue and conflict prevention initiatives, and awareness and familiarity of key actors and stakeholders across the political, economic, and development spheres alongside knowledge of government, civil society, and other non-state actors Fluency in written and spoken Thai and English is required "
United Nations Development Programme,State Project Manager ,India,16. May 2023,03.05.2023,"At least two years (Post Masters)/four years (Post Bachelors) of programme/project management experience, experience at the national level on climate change and relevant programmes, outstanding communication, project management and organisation skills, experience of working with Central and/or State Governments on similar, familiarity with the working environment and professional standards of international organisations and national and state government Fluency in Marathi and English is mandatory, fluency in Hindi is desirable "
United Nations Development Programme,Finance Administrative Associate ,"Chisinau, Moldova",13. May 2023,03.05.2023,"Minimum requirement is Secondary Education, University Degree in Finance, Accounting, Business or Public Administration is desirable, but it is not a requirement Experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advance knowledge of spreadsheet and database packages, experience in handling of web-based management systems and ERP financials, preferably PeopleSoft, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advance knowledge of spreadsheet and database packages, experience in handling of web-based management systems, excellent and demonstrated communication, consultation, negotiation and writing skills, proven organizational, financial, inventory and budgetary skills as well as familiarity with financial and technical rules, regulations and procedures relevant to budgets management and implementation, ability to operate effectively across organizational boundaries, excellent interpersonal skills Fluency in English is required "
World Health Organization,Technical Officer (Meningitis) ,"Geneva, Switzerland",9. May 2023,03.05.2023,"At least seven years‘ experience in public health in surveillance of infectious diseases, good knowledge of field epidemiology methods, outbreak investigation, and surveillance, documented experience in the control of infectious diseases in resource-limited countries, documented experience in response to infectious disease outbreaks at national and international levels, proven experience in the coordination of multiple technical partners/agencies, proven experience in writing reports, technical documents and guidance, strong expertise in infectious disease epidemiology, surveillance, and control Expert knowledge of English "
World Health Organization,Project Assistant ,"Sarajevo, Bosnia and Herzegovina",10. May 2023,03.05.2023,"Completion of secondary school or equivalent, relevant higher education or post-secondary school courses in a field relevant to the position At least five years of progressively responsible experience in the secretarial/administrative field, experience in an international environment or institution, relevant experience in WHO or in the UN, proficiency in the use of standard office computer software, note taking and operation of computerized systems and databases, sound interpersonal skills and flexibility, ability to adapt to competing priorities, ability to work in a fast-paced environment, ability to identify and manage one’s own emotions, as well as helping others to do the same, provides briefing and guidance to general service and professional staff on practices and procedures Expert knowledge of English, expert knowledge of Bosnian/Croatian/Serbian in Latin alphabet, expert knowledge of Serbian in Cyrillic alphabet "
World Health Organization,Technical Officer Childhood Cancer ,"Washington, United States",16. May 2023,03.05.2023,"A university degree in medicine or any other field related to the functions of the post, from a recognized institution, a degree in pediatrics with a fellowship in oncology or a master’s degree in a health science would be an asset Seven years of combined national and international experience working in childhood cancer in limited resource settings, practical experience working in public health projects in the region would be an asset, demonstrated ability to effectively use current technology and software, spreadsheets and presentations, as well as Enterprise Resource Planning (ERP) and management information systems. Other IT skills and knowledge of software programs such as Microsoft Excel, Outlook, OneDrive, PowerPoint, Teams, SharePoint, and Word are considered essential, technical expertise in the implementation and evaluation of health programs Very good knowledge of English or Spanish with a working knowledge of the other language, knowledge of French and/or Portuguese would be an asset "
International Atomic Energy Agency,Quality Management Specialist (HQM) ,"Vienna, Austria",16. May 2023,03.05.2023,"Bachelor’s Degree, University degree preferably in a technical field or communication related area At least five years of experience covering required expertise in quality, document and records and management as well as demonstrated proficiency in MS Office, experience in quality management systems, such as ISO 9001 or similar, is an asset. Experience with documentation management systems/platforms such as M-files or similar is an asset, proficiency in writing and editing instrumentation (hardware and software) documentation Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Senior Nuclear Safety Officer ,"Vienna, Austria",31. May 2023,03.05.2023,"An advanced university degree in engineering/physical/nuclear/chemical/mathematical/behavioural science/social psychology or a related field, a first level university degree in engineering/physical/nuclear/chemical/mathematical/behavioural science/social psychology or a related field with additional four years of experience may be considered in lieu of advanced university degree Minimum of ten years of relevant experience, including five years of senior level experience, and at least four years at the international level, experience with the application of nuclear safety principles, standards, procedures, and guidelines, judging their appropriateness and determining the necessity for adapting them, experience organizing and leading Technical Meetings, capacity building missions, and other expert and advisory missions, experience conducting and managing multiple simultaneous projects, experience in international projects an asset, particularly with developing countries Excellent oral and written command of English "
World Health Organization,Operations Assistant ,"Victoria, Canada",8. May 2023,27.04.2023,"Experience with an emphasis on programme management, budgeting, Human Resources Management, Procurement and/or Travel, ten years of working experience with an emphasis on programme management, budgeting, Human Resources Management, Procurement and/or Travel Expert knowledge of English and Creole "
World Health Organization,Medical Officer (Control of Epidemic Diseases) ,"Geneva, Switzerland",15. May 2023,27.04.2023,"At least seven years of experience working at national/international level in prevention and control of epidemic disease and in developing policies/strategies that promote health and preventive measures, investigation,surveillance, preparedness and control of various diseases Expert knowledge of English "
World Health Organization,Procurement Specialist ,"Washington, United States",12. May 2023,27.04.2023,"Experience in managing logistics of transportation at international level and overseeing the shipment of perishable (as pharmaceuticals) and hazardous materials would be an asset, five years of combined national and international experience with progressively more responsible experience in shipping and in the planning, administration and evaluation of related traffic or shipping activities in either the private or public sector, international Shipping experience in overseeing the shipment of highly perishable and hazardous materials would be an asset Very good knowledge of English or Spanish with a working knowledge of the other language, knowledge of French and/or Portuguese would be an asset "
World Health Organization,Treasurer and Senior Advisor ,"Washington, United States",5. May 2023,27.04.2023,"A bachelor’s degree in accounting, finance or business administration and a master’s degree in accounting, finance, international finance or any other field related to the functions of the position, from a recognized university, certification in accounting, finance and investing, or treasury operations would be an asset Thirteen years of combined national and international experience in accounting and/or financial roles in either the private or public sector, preferably in an organization of similar or larger size, experience with implementing international accounting standards, preferably with International Public Sector Accounting Standards (IPSAS). At least six years of supervisory/managerial responsibility, support functions including trade confirmation, settlement and payment,data generation, etc. Very good knowledge of English and a working knowledge of Spanish, knowledge of French and/or Portuguese would be an asset "
World Health Organization,Technical Officer (Readiness Intelligence) ,"Geneva, Switzerland",9. May 2023,27.04.2023,"Advanced level university degree in business administration, public administration, international relations, law, public health or other related field, specialized training related to project/resource management At least seven years of experience in project/financial management and partner coordination among which three years at international level, experience in country capacity building such as national planning and/or partnership for health security and web-based platform for partners coordination, relevant nongovernmental, health cluster partners or humanitarian organizations, solid understanding of the overall intersectoral health emergencies response,readiness and preparedness including national planning, policies and priorities, demonstrated knowledge of the project management, national planning and their implementation in health security, complemented by demonstrated ability to identify and manage difficult situations, to lead and direct multidisciplinary and multinational team Expert knowledge of English "
World Health Organization,Technical Officer (Meningitis) ,"Geneva, Switzerland",9. May 2023,27.04.2023,"At least seven years‘ experience in public health in surveillance of infectious diseases, good knowledge of field epidemiology methods, outbreak investigation, and surveillance, documented experience in the control of infectious diseases in resource-limited countries, documented experience in response to infectious disease outbreaks at national and international levels, proven experience in the coordination of multiple technical partners/agencies, proven experience in writing reports, technical documents and guidance, strong expertise in infectious disease epidemiology, surveillance, and control Expert knowledge of English "
World Health Organization,Project Assistant ,"Sarajevo, Bosnia and Herzegovina",10. May 2023,27.04.2023,"Completion of secondary school or equivalent, relevant higher education or post-secondary school courses in a field relevant to the position At least five years of progressively responsible experience in the secretarial/administrative field, experience in an international environment or institution, relevant experience in WHO or in the UN, proficiency in the use of standard office computer software, note taking and operation of computerized systems and databases, sound interpersonal skills and flexibility, ability to adapt to competing priorities, ability to work in a fast-paced environment, ability to identify and manage one’s own emotions, as well as helping others to do the same, provides briefing and guidance to general service and professional staff on practices and procedures Expert knowledge of English, expert knowledge of Bosnian/Croatian/Serbian in Latin alphabet, expert knowledge of Serbian in Cyrillic alphabet "
World Health Organization,Technical Officer Childhood Cancer ,"Washington, United States",16. May 2023,27.04.2023,"A university degree in medicine or any other field related to the functions of the post, from a recognized institution, a degree in pediatrics with a fellowship in oncology or a master’s degree in a health science would be an asset Seven years of combined national and international experience working in childhood cancer in limited resource settings, practical experience working in public health projects in the region would be an asset, demonstrated ability to effectively use current technology and software, spreadsheets and presentations, as well as Enterprise Resource Planning (ERP) and management information systems. Other IT skills and knowledge of software programs such as Microsoft Excel, Outlook, OneDrive, PowerPoint, Teams, SharePoint, and Word are considered essential, technical expertise in the implementation and evaluation of health programs Very good knowledge of English or Spanish with a working knowledge of the other language, knowledge of French and/or Portuguese would be an asset "
International Atomic Energy Agency,Quality Management Specialist (HQM) ,"Vienna, Austria",16. May 2023,27.04.2023,"Bachelor’s Degree, University degree preferably in a technical field or communication related area At least five years of experience covering required expertise in quality, document and records and management as well as demonstrated proficiency in MS Office, experience in quality management systems, such as ISO 9001 or similar, is an asset. Experience with documentation management systems/platforms such as M-files or similar is an asset, proficiency in writing and editing instrumentation (hardware and software) documentation Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Laboratory Technician (Electronics) ,"Seibersdorf, Austria",2. May 2023,27.04.2023,"Completed secondary education Post-secondary studies with certification or degree in physics or electronics engineering, is an asset, minimum of six years of relevant working experience in the field of instrumentation, electronics and measurement technology, extensive experience and knowledge of hardware and software interfacing with scientific instruments, virtual instrumentation and microprocessor applications, preferably in the field of nuclear security instrumentation, experience in teaching and practical training in the field of nuclear security instrumentation is an asset, working knowledge of gamma spectrometry techniques is an asset, administrative skills test to IAEA standard may be part of the process, good knowledge of electronics, software interfaces and their applications to nuclear instrumentation systems Ability to comply and carefully follow nuclear laboratory procedures and safety requirements Excellent oral and written command of English, knowledge of other official IAEA languages is an asset "
United Nations Development Programme,Project Associate ,"Minsk, Belarus",7. May 2023,26.04.2023,"Knowledge of accounting concepts, principles, frameworks, standards, regulations, policies and trends, and ability to apply this to strategic and/or practical situations, ability to create and manage processes to achieve UNDP’s long and short-term financial goals, including through planning, budgeting, forecasting, analysing and reporting, ability to manage events, including venue identification, accommodation, logistics, catering, transportation, and cash disbursements, etc., knowledge of travel policy and procedures, ability to interpret travel policy, the Staff Rules, administrative circulars and financial regulations and rules on travel-related matters, ability to allocate and use resources in a strategic or tactical way in line with principles of accountability and integrity Fluency in Russian and English is required "
United Nations Development Programme,Research and Data Specialist ,"New York, United States",9. May 2023,26.04.2023,"A Master’s degree or higher in areas related to Knowledge Management, Strategic Communications, or Adult Learning or Bachelor’s degree in the related fields with additional two years of relevant experience will be given due consideration in lieu of Master’s degree Minimum five years with Master’s degree or seven years with Bachelor’s degree of experience working in the development cooperation space, conversant with the south-south and triangular cooperation, proven experience in the development and production of Knowledge Products is required, proven experiences in managing knowledge sharing mechanisms is required, extensive experience in engaging or working with think-tanks or networks is highly desirable, conversant with UN systems and procedures is high desirable, ability to extract, analyse and visualize data (including Real-Time Data) to form meaningful insights and aid effective decision makin Fluency in English is required "
United Nations Development Programme,Digital Transformation Specialist ,"Bangkok, Thailand",9. May 2023,26.04.2023,"Bachelor’s or Master’s degree in digital transformation, innovation, technology management, social science, economic, or relevant fields Five years of professional working experience in relevant fields related to international development for candidates with a Master’s degree, or seven years of professional working experience in relevant fields related to international development for candidates with a Bachelor’s degree, a minimum of three years of professional experience with digital transformation, E-governance, innovation, work with governments, donors, and/or development partners is highly desirable, a proven track record of working directly with Governments/multilaterals on Digital Transformation/Digital Government/Public Service Delivery systems/projects, preferably in a developing country context, demonstrated experience in providing digital transformation advice, proven expertise of building cross-sector partnerships and cross-culture understandings Fluency in English is required, working knowledge of a second UN official language will be an asset "
